CODE,ESYMBOL,EXCHANGE,GUSHU,GUSHUBIJIAO,NAME,REPORTDATE,RN,SCSTC27,SHANGQIGUSHU,SHANGQISHIZHI,SHANGQISHULIANG,SHIZHI,SHULIANG,SHULIANGBIJIAO,SNAME,stockid
0601100,601100,CNSESH,19780598,-51884477,,2019-09-30,510,0.01515337,"7,167",2248850053.49999999791914,323,761553023,30,-293,恒立液压,601100
0600126,600126,CNSESH,50950650,28749378,,2019-09-30,511,0.0150867,"2,220",101237800.3199999994526,91,208897665,1,-90,杭钢股份,600126
1000034,000034,CNSESZ,9791117,-7088046,,2019-09-30,512,0.0149102,"1,688",217741202.7000000019,103,155091293.280000002,4,-99,神州数码,000034
0600188,600188,CNSESH,43816268,-75553096,,2019-09-30,513,0.01480279,"11,937",1297544986.67999997935038,318,466643254.19999999295,35,-283,兖州煤业,600188
1002470,002470,CNSESZ,48616500,-156184704,,2019-09-30,514,0.01479491,"20,480",745476382.55999998817,85,146335665,1,-84,*ST金正,002470
0600356,600356,CNSESH,4368714,-6467743,,2019-09-30,515,0.01462422,"1,084",79106136.099999994,7,33726472.079999998,1,-6,恒丰纸业,600356
1002926,002926,CNSESZ,25829907,-88610894,,2019-09-30,516,0.0145263,"11,444",1201337910.5,155,252669686.74000001,11,-144,华西证券,002926
1002621,002621,CNSESZ,11678161,-1889018,,2019-09-30,517,0.01443053,"1,357",177458701.3199999933966,34,142473564.199999997,3,-31,美吉姆,002621
1300449,300449,CNSESZ,4268568,4209968,,2019-09-30,518,0.01438126,6,978620,5,39014711.5200000016,2,-3,汉邦高科,300449
0603538,603538,CNSESH,2124249,-382751,,2019-09-30,519,0.01437107,251,53725009.999999997798,27,44821653.9000000017,7,-20,美诺华,603538
1002609,002609,CNSESZ,9127129,2482231,,2019-09-30,520,0.01436371,664,53424979.92000000000603,35,83604501.64,8,-27,捷顺科技,002609
1300212,300212,CNSESZ,9191132,-36311574,,2019-09-30,521,0.01431606,"4,550",1114816297,121,282811131.6400000032,10,-111,易华录,300212
1300770,300770,CNSESZ,2016150,-10540234,,2019-09-30,522,0.01424498,"1,256",1086127216,199,173187285.000000001776,16,-183,新媒股份,300770
1300639,300639,CNSESZ,3003000,-7731945,,2019-09-30,523,0.01413602,"1,073",154583208.000000000204,46,57987930,3,-43,凯普生物,300639
1002768,002768,CNSESZ,3833259,-11398694,,2019-09-30,524,0.01413183,"1,523",384606813.25,51,90656575.350000001,6,-45,国恩股份,002768
0601233,601233,CNSESH,30124982,-145036252,,2019-09-30,525,0.01411533,"17,516",2710829905.619999964066,227,382587271.39999999977,24,-203,桐昆股份,601233
1002064,002064,CNSESZ,23188100,-55876204,,2019-09-30,526,0.01382878,"7,906",396902806.079999986983,90,117099905,3,-87,华峰氨纶,002064
1300567,300567,CNSESZ,3407311,-40451678,,2019-09-30,527,0.0138125,"4,386",2303474102.2800000282619,244,159291789.25,10,-234,精测电子,300567
0601838,601838,CNSESH,25970595,-109380550,,2019-09-30,528,0.01370423,"13,535",1191998610.35000000304328,234,211230643.2999999998,6,-228,成都银行,601838
0603037,603037,CNSESH,1423482,-4890342,,2019-09-30,529,0.01356972,631,120152070.71999999569996,27,24483890.4000000006,3,-24,凯众股份,603037
0603228,603228,CNSESH,11325950,-42378896,,2019-09-30,530,0.01349328,"5,370",2148730888.4599999807688,298,522466073.5000000148002,39,-259,景旺电子,603228
1000069,000069,CNSESZ,95011334,-227795150,,2019-09-30,531,0.01345076,"32,281",2243505063.7999999500171,440,667929678.020000021,31,-409,华侨城A,000069
1300244,300244,CNSESZ,8290038,-34675755,,2019-09-30,532,0.01336115,"4,297",729559165.139999997856,197,203188831.3799999981,23,-174,迪安诊断,300244
1002891,002891,CNSESZ,2377401,-1180798,,2019-09-30,533,0.01330373,356,63691762.09999999799795,18,50234483.1299999987,2,-16,中宠股份,002891
0600305,600305,CNSESH,12674543,-73119799,,2019-09-30,534,0.01263719,"8,579",1580331779.6400000005878,166,171233075.9300000054,8,-158,恒顺醋业,600305
1002675,002675,CNSESZ,9221462,-33232563,,2019-09-30,535,0.01262663,"4,245",456987659.300000001376,105,110426490.09999999998,10,-95,东诚药业,002675
1000100,000100,CNSESZ,166950291,-320900805,,2019-09-30,536,0.01257502,"48,785",1620531349.67999999403999,351,594343035.9599999981,33,-318,TCL科技,000100
0600731,600731,CNSESH,4094074,-3144042,,2019-09-30,537,0.01253046,724,51752529.39999999962,26,28330992.0800000019,2,-24,湖南海利,600731
0603816,603816,CNSESH,7803644,-28539678,,2019-09-30,538,0.01252901,"3,634",1160078838.239999986704,260,265558005.31999999335,14,-246,顾家家居,603816
1002796,002796,CNSESZ,2878750,-18010913,,2019-09-30,539,0.01252639,"2,089",837257693.0399999964497,122,105534975,14,-108,世嘉科技,002796
0601225,601225,CNSESH,124867029,-123119936,,2019-09-30,540,0.0124867,"24,799",2291399556.6000000000124,421,1090089163.1699999958,48,-373,陕西煤业,601225
0601138,601138,CNSESH,36049918,-62179139,,2019-09-30,541,0.01244826,"9,823",1183660136.84999999352977,470,519118819.199999996801,50,-420,工业富联,601138
103908,03908,HKSE00,3221600,-13079600,,2019-09-30,542,0.01237751,"1,630",225963047.21999999778,32,44169195.84,4,-28,中金公司,03908
0600376,600376,CNSESH,31809029,-99041294,,2019-09-30,543,0.01233116,"13,085",1168493384.38999999755599,258,258289315.4799999936,20,-238,首开股份,600376
0603063,603063,CNSESH,5226910,-16049033,,2019-09-30,544,0.01225816,"2,128",235737448.4399999998023,71,47408073.7000000002,11,-60,禾望电气,603063
1300379,300379,CNSESZ,3450300,-2579396,,2019-09-30,545,0.012254,603,123005798.4000000011,30,129351747,3,-27,东方通,300379
1000672,000672,CNSESZ,9943200,-8170501,,2019-09-30,546,0.01222094,"1,811",222255111.270000001298,65,133537176,12,-53,上峰水泥,000672
1002601,002601,CNSE00,3370476,-36361662,,2019-09-30,547,0.01212401,"3,973",589227606.5400000032194,237,42771340.439999998,6,-231,中银证券价值精选灵活配置混合,002601
1002601,002601,CNSESZ,3370476,-36361662,,2019-09-30,994,0.00165868,"3,973",589227606.5400000032194,237,42771340.439999998,6,-231,龙蟒佰利,002601
1300258,300258,CNSESZ,4889681,-48374803,,2019-09-30,548,0.01207329,"5,326",645032901.240000008198,50,54911117.629999999,2,-48,精锻科技,300258
0600050,600050,CNSESH,368580529,-495547752,,2019-09-30,549,0.01206986,"86,413",5323030210.9599999667043801,640,2215168979.29000002294,81,-559,中国联通,600050
1002019,002019,CNSESZ,14634111,-37418507,,2019-09-30,550,0.01203854,"5,205",637644570.5,169,196243428.510000005,15,-154,亿帆医药,002019
1000902,000902,CNSESZ,14926877,-60791745,,2019-09-30,551,0.01197536,"7,572",812460814.060000003744,127,153746833.099999994,10,-117,新洋丰,000902
0600335,600335,CNSESH,12303920,-10255365,,2019-09-30,552,0.01194861,"2,256",156110252.20000000552596,103,78622048.799999998,8,-95,国机汽车,600335
0600663,600663,CNSESH,34855921,-14316086,,2019-09-30,553,0.01188218,"4,917",762166108.5,149,476131880.86000000999,8,-141,陆家嘴,600663
1002928,002928,CNSESZ,4973027,3024201,,2019-09-30,554,0.01187661,195,21787874.68000000129713,30,49680539.73000000119998,4,-26,华夏航空,002928
0601633,601633,CNSESH,70762467,-170306493,,2019-09-30,555,0.01173949,"24,107",1993640299.19999997635,277,544870995.9000000043,30,-247,长城汽车,601633
0603328,603328,CNSESH,11590678,-50723022,,2019-09-30,556,0.01160876,"6,231",639961699.000000010316009,254,128076991.8999999976,11,-243,依顿电子,603328
1002815,002815,CNSESZ,10139040,-17776117,,2019-09-30,557,0.01157906,"2,792",435197297.629999998728,138,186659726.39999999836,32,-106,崇达技术,002815
0603606,603606,CNSESH,7371231,-5955880,,2019-09-30,558,0.0115384,"1,333",115546052.37000000107998,36,85727416.5300000033,8,-28,东方电缆,603606
1002842,002842,CNSESZ,3111358,1107164,,2019-09-30,559,0.01139698,200,34692598.139999997,2,47510436.659999996,3,1,翔鹭钨业,002842
1000625,000625,CNSESZ,44247982,-253096180,,2019-09-30,560,0.01134371,"29,734",1971391794.06000002903299,342,327877546.6199999882,32,-310,长安汽车,000625
1300709,300709,CNSESZ,1292433,-10003312,,2019-09-30,561,0.01126559,"1,130",546036313.299999987098,28,75361768.23,3,-25,精研科技,300709
0600323,600323,CNSESH,8584793,-7488838,,2019-09-30,562,0.01120344,"1,607",271322891.280000000327898,70,152122531.9599999935,17,-53,瀚蓝环境,600323
0601169,601169,CNSESH,202433920,-482896576,,2019-09-30,563,0.01109348,"68,533",4050303231.3799999812088,485,1085045811.199999965,70,-415,北京银行,601169
1002541,002541,CNSESZ,5798893,-16475276,,2019-09-30,564,0.01107253,"2,227",176188676.78999999824,63,46739077.579999998,1,-62,鸿路钢构,002541
1002838,002838,CNSESZ,4463248,-8819584,,2019-09-30,565,0.01106956,"1,328",148767718.40000000138,27,55701335.039999998,3,-24,道恩股份,002838
0601186,601186,CNSESH,127171171,-338387490,,2019-09-30,566,0.01105524,"46,556",4632308676.94999997611463,776,1203039277.66000000092,117,-659,中国铁建,601186
1002847,002847,CNSESZ,1385300,-8495958,,2019-09-30,567,0.0110541,988,304935621.8800000069,44,52045721,7,-37,盐津铺子,002847
0600019,600019,CNSESH,244074380,-403748131,,2019-09-30,568,0.01101618,"64,782",4210846321.5,612,1442479585.80000002522,37,-575,宝钢股份,600019
0603993,603993,CNSESH,193881793,-242904140,,2019-09-30,569,0.010975,"43,679",1727513985.88000005453016,371,705729726.5199999702,34,-337,洛阳钼业,603993
1002165,002165,CNSESZ,6600000,-4022781,,2019-09-30,570,0.0109624,"1,062",51839171.2799999999999,14,30162000,2,-12,红宝丽,002165
0600498,600498,CNSESH,12363197,-57142412,,2019-09-30,571,0.01092598,"6,951",1935718986.7400000149022,345,338257069.9200000023,44,-301,烽火通信,600498
1300767,300767,CNSESZ,932700,922900,,2019-09-30,572,0.0108748,1,365246,2,42027462,2,0,震安科技,300767
0600346,600346,CNSESH,50181998,-4821900,,2019-09-30,573,0.01083392,"5,500",668847399.67999999208678,207,749217230.14000000085,24,-183,恒力石化,600346
0603711,603711,CNSESH,4358311,-15603140,,2019-09-30,574,0.01082635,"1,996",678090490.4700000040181,117,127088348.760000002,10,-107,香飘飘,603711
1300206,300206,CNSESZ,6259590,-24805985,,2019-09-30,575,0.01076045,"3,107",209071319.7499999976766,55,43065979.2,3,-52,理邦仪器,300206
1300753,300753,CNSESZ,559233,-93745,,2019-09-30,576,0.01072385,65,23481088.879999999636,25,20999199.149999999,1,-24,爱朋医疗,300753
1300642,300642,CNSESZ,968378,-2862656,,2019-09-30,577,0.01070118,383,154735463.259999998796,40,39122471.200000001,3,-37,透景生命,300642
1002733,002733,CNSESZ,3704134,-317450,,2019-09-30,578,0.01062973,402,81316428.480000004,12,73823390.620000005,1,-11,雄韬股份,002733
0601006,601006,CNSESH,157859079,-246647426,,2019-09-30,579,0.01061823,"40,451",3272457625.45000001373615,656,1198150409.6099999887,96,-560,大秦铁路,601006
1002640,002640,CNSESZ,16334593,-29532433,,2019-09-30,580,0.0105827,"4,587",382072326.57999999798873,125,123979560.869999997,3,-122,跨境通,002640
1000411,000411,CNSESZ,2187093,-247294,,2019-09-30,581,0.01054778,243,31622687.1299999999,28,28388467.1400000006,10,-18,英特集团,000411
0601818,601818,CNSESH,417559966,-936128797,,2019-09-30,582,0.01048866,"135,369",5157554187.010000005181681,767,1645186266.039999995613,219,-548,光大银行,601818
1002756,002756,CNSESZ,3771400,-2734164,,2019-09-30,583,0.01047611,651,94981234.4000000023,39,60794968,4,-35,永兴材料,002756
1002729,002729,CNSESZ,697800,554200,,2019-09-30,584,0.01046491,14,4912556,4,26460576,3,-1,好利来,002729
0601689,601689,CNSESH,11016698,-20672713,,2019-09-30,585,0.01044249,"3,169",485481776.5200000017894,122,130217370.36000000158,15,-107,拓普集团,601689
1000157,000157,CNSESZ,67703881,-264849852,,2019-09-30,586,0.01044144,"33,255",1998647935.330000018359121,410,385912121.7000000009,28,-382,中联重科,000157
1002340,002340,CNSESZ,49777760,-254920998,,2019-09-30,587,0.01040609,"30,470",1423225886.9000000621304,171,221511031.99999998195,5,-166,格林美,002340
1300348,300348,CNSESZ,7276300,-11584946,,2019-09-30,588,0.01030193,"1,886",273488067,67,128353932,5,-62,长亮科技,300348
1002343,002343,CNSESZ,4795711,-6917582,,2019-09-30,589,0.01014659,"1,171",88552495.08000000251393,41,37886116.899999999,4,-37,慈文传媒,002343
0600894,600894,CNSESH,8714540,3340165,,2019-09-30,590,0.01013381,537,42081356.250000000246,21,80522349.6000000001,12,-9,广日股份,600894
1002548,002548,CNSESZ,5512294,-11686228,,2019-09-30,591,0.01011137,"1,720",213261672.8000000015196,46,57382980.5399999999,8,-38,金新农,002548
0603636,603636,CNSESH,5964714,-6589026,,2019-09-30,592,0.01009611,"1,255",126165086.9999999999914,64,68773152.4199999986,13,-51,南威软件,603636
1002739,002739,CNSESZ,19684735,-36831280,,2019-09-30,593,0.01008502,"5,652",1042155316.6000000048508,186,342711236.349999999,18,-168,万达电影,002739
1000869,000869,CNSESZ,4562393,-7180914,,2019-09-30,594,0.01006127,"1,174",377195020.839999995098,105,137099909.65,5,-100,张裕A,000869
1300653,300653,CNSESZ,1202900,35904,,2019-09-30,595,0.01002417,117,68105886.560000000201,20,100153454,6,-14,正海生物,300653
1000665,000665,CNSESZ,9841897,6493340,,2019-09-30,596,0.01002349,335,27859994.24000000098,15,53933595.560000002,1,-14,湖北广电,000665
0601928,601928,CNSESH,25461742,-92066771,,2019-09-30,597,0.01000501,"11,753",948455099.90999999427204,276,216424807,28,-248,凤凰传媒,601928
1300016,300016,CNSESZ,4892961,-35516097,,2019-09-30,598,0.00997266,"4,041",350750623.44000000318,63,43155916.019999999,4,-59,北陆药业,300016
1300422,300422,CNSESZ,4043966,-17596845,,2019-09-30,599,0.00996755,"2,164",240429410.20999999890099,34,40318341.020000003,1,-33,博世科,300422
0600419,600419,CNSESH,2666679,-4614658,,2019-09-30,600,0.00992809,728,113009603.720000000094,36,36266834.3999999992,5,-31,天润乳业,600419
1300114,300114,CNSESZ,5864528,-7664857,,2019-09-30,601,0.00992708,"1,353",125958574.3499999997123,70,64157936.32,4,-66,中航电测,300114
0600985,600985,CNSESH,6450428,-64563055,,2019-09-30,602,0.00992182,"7,101",805292897.219999997033,194,65471844.1999999998,13,-181,淮北矿业,600985
1300679,300679,CNSESZ,2781696,-1703102,,2019-09-30,603,0.00990632,448,124946472.2799999977024,57,99362181.120000001,11,-46,电连技术,300679
1002677,002677,CNSESZ,6395158,-30682982,,2019-09-30,604,0.00989883,"3,708",487948322.400000002491225,141,82305683.4600000003,21,-120,浙江美大,002677
0603200,603200,CNSESH,991424,-2593762,,2019-09-30,605,0.00989078,359,94433799.2400000032012,19,24587315.199999999,2,-17,上海洗霸,603200
1002382,002382,CNSESZ,6995400,-23608598,,2019-09-30,606,0.00985739,"3,060",422947252.359999998799001,123,89960844,8,-115,蓝帆医疗,002382
0601997,601997,CNSESH,30514840,-73845264,,2019-09-30,607,0.00985625,"10,436",902714899.60000000334459,250,259681288.4000000012,10,-240,贵阳银行,601997
0600079,600079,CNSESH,13261254,-36086079,,2019-09-30,608,0.00979627,"4,935",518146996.5,159,163378649.2800000013,18,-141,人福医药,600079
1300192,300192,CNSESZ,2570793,-4379154,,2019-09-30,609,0.00970945,695,69985966.290000001,10,23754127.3199999988,2,-8,科德教育,300192
0600111,600111,CNSESH,35057136,-42193021,,2019-09-30,610,0.00964946,"7,725",991892015.8800000034458,203,381071068.31999999991,18,-185,北方稀土,600111
0603288,603288,CNSESH,31111912,-21609998,,2019-09-30,611,0.00960113,"5,272",5535800550,586,3419510247.92000001664,132,-454,海天味业,603288
0600886,600886,CNSESH,66781039,-217126939,,2019-09-30,612,0.00958689,"28,391",2205964989.05999999714823,469,601697161.3899999972,67,-402,国投电力,600886
1002258,002258,CNSESZ,4999902,-19868179,,2019-09-30,613,0.0095349,"2,487",324528457.050000002189911,67,57848866.140000001,1,-66,利尔化学,002258
0600897,600897,CNSESH,2831483,-10321698,,2019-09-30,614,0.00950768,"1,315",317123193.90999999557,75,59829235.789999999,2,-73,厦门空港,600897
1002913,002913,CNSESZ,1375900,-1172958,,2019-09-30,615,0.00941373,255,115616198.8800000013058,34,71037717,12,-22,奥士康,002913
0603043,603043,CNSESH,3771553,-28785077,,2019-09-30,616,0.00933562,"3,256",1052555847.9000000157878,121,126724180.799999997,10,-111,广州酒家,603043
0600971,600971,CNSESH,11156864,-52281108,,2019-09-30,617,0.00929735,"6,344",371112136.2000000038519992,179,62032163.84000000366,6,-173,恒源煤电,600971
1300417,300417,CNSESZ,1271600,412300,,2019-09-30,618,0.00928118,86,18208567,20,69556520,5,-15,南华仪器,300417
0603158,603158,CNSESH,2009926,-290000,,2019-09-30,619,0.00926356,230,36798816,3,26129038,1,-2,腾龙股份,603158
0601727,601727,CNSESH,103328016,-98125856,,2019-09-30,620,0.00924333,"20,145",1083821831.35999997841893,230,518706640.31999999,2,-228,上海电气,601727
1002626,002626,CNSESZ,5691100,845385,,2019-09-30,621,0.00923158,485,56791779.800000000105,51,93504773,8,-43,金达威,002626
0603568,603568,CNSESH,11491015,-8039272,,2019-09-30,622,0.00914705,"1,953",420291776.2400000052533,138,238783291.70000000219992,18,-120,伟明环保,603568
0600839,600839,CNSESH,41836600,-96193539,,2019-09-30,623,0.00906543,"13,803",407188910.0499999891008,102,112122088,1,-101,四川长虹,600839
0603131,603131,CNSESH,2660156,129040,,2019-09-30,624,0.00902408,253,37764250.7200000030007,4,38199840.159999996,1,-3,上海沪工,603131
1002695,002695,CNSESZ,4553505,-23557501,,2019-09-30,625,0.00894675,"2,811",403392936.099999999811,64,65843682.3000000016,6,-58,煌上煌,002695
1002597,002597,CNSESZ,5012849,-18681563,,2019-09-30,626,0.00893828,"2,369",432186074.88000000019,123,99755695.100000001,15,-108,金禾实业,002597
1300220,300220,CNSESZ,1351012,-997937,,2019-09-30,627,0.00893526,235,79864266,3,52513836.4399999981,2,-1,金运激光,300220
1002507,002507,CNSESZ,7032996,-67860435,,2019-09-30,628,0.00890978,"7,489",2284249645.5,334,157046800.680000004,15,-319,涪陵榨菜,002507
0601088,601088,CNSESH,146435057,-181960590,,2019-09-30,629,0.00887967,"32,840",6692703285.81999986393739,736,2750050370.460000030433,152,-584,中国神华,601088
1002905,002905,CNSESZ,3329400,3317800,,2019-09-30,630,0.00884726,1,205900,5,60262140,2,-3,金逸影视,002905
0600546,600546,CNSESH,17495453,1455706,,2019-09-30,631,0.00882514,"1,604",86293838.8599999999,37,107247126.890000001,2,-35,山煤国际,600546
1002456,002456,CNSESZ,23670405,-47095804,,2019-09-30,632,0.00878393,"7,077",554807078.55999999663636,242,281677819.49999999803,26,-216,欧菲光,002456
0601600,601600,CNSESH,114795887,-335803004,,2019-09-30,633,0.00877731,"45,060",1766347652.72000001159492,228,404081522.2399999987,19,-209,中国铝业,601600
1002335,002335,CNSESZ,3997148,-2295039,,2019-09-30,634,0.00865994,629,111057100.550000001097,39,71269148.840000004,2,-37,科华恒盛,002335
1002636,002636,CNSESZ,6289400,5914926,,2019-09-30,635,0.00863929,37,3740995.2600000000297,22,55975660,4,-18,金安国纪,002636
1300204,300204,CNSESZ,4111477,-6078149,,2019-09-30,636,0.00863693,"1,019",126147569.8799999997,14,50201134.1699999982,3,-11,舒泰神,300204
0600211,600211,CNSESH,2136511,-9214602,,2019-09-30,637,0.00861712,"1,135",359376237.5799999972196,64,78345858.370000005,1,-63,西藏药业,600211
0603600,603600,CNSESH,2589474,-17347169,,2019-09-30,638,0.00855989,"1,994",196176567.12000000074,49,29649477.300000001,6,-43,永艺股份,603600
0600282,600282,CNSESH,38048459,-165734227,,2019-09-30,639,0.00855578,"20,378",709014401,189,116808769.13,11,-178,南钢股份,600282
1002028,002028,CNSESZ,6487094,-9589367,,2019-09-30,640,0.00850217,"1,608",160121551.56000000278495,130,71877001.519999996,3,-127,思源电气,002028
1002746,002746,CNSESZ,3937779,-30198878,,2019-09-30,641,0.00849222,"3,414",528094083.79000000766097,136,60799307.759999998,3,-133,仙坛股份,002746
0601958,601958,CNSESH,27386877,-20832399,,2019-09-30,642,0.00848783,"4,822",323069149.19999999414895,144,206770921.35000000202,14,-130,金钼股份,601958
1001979,001979,CNSESZ,67097385,-200624059,,2019-09-30,643,0.00846842,"26,772",5595378179.6000000125323,475,1274179341.1499999849,45,-430,招商蛇口,001979
1002081,002081,CNSESZ,22328937,-101621497,,2019-09-30,644,0.00841673,"12,395",1277928974.54000000004716,291,202523458.5899999894,5,-286,金螳螂,002081
0603218,603218,CNSESH,6953782,-21950240,,2019-09-30,645,0.00841284,"2,890",560738026.80000000794,108,149158623.900000006,7,-101,日月股份,603218
1002063,002063,CNSESZ,9258904,-1466143,,2019-09-30,646,0.0083982,"1,073",93415159.36999999878,44,90922437.280000001,3,-41,远光软件,002063
0600566,600566,CNSESH,6822522,-77436891,,2019-09-30,647,0.00837194,"8,426",2537050925.4300000092689,394,193213823.0400000017,25,-369,济川药业,600566
1300655,300655,CNSESZ,1395400,-322469,,2019-09-30,648,0.00832768,172,27125151.51000000101,14,29052228,5,-9,晶瑞股份,300655
0601766,601766,CNSESH,202527591,-387241929,,2019-09-30,649,0.00832495,"58,977",4771235416.82999991609354,572,1482501966.120000006701,48,-524,中国中车,601766
102196,02196,HKSE00,16715000,-7853500,,2019-09-30,650,0.00831196,"2,457",511057020.30999999786,12,317417850,1,-11,复星医药,02196
1002653,002653,CNSESZ,8890121,-17826176,,2019-09-30,651,0.00830559,"2,672",379371417.4000000038,70,161266794.939999997,6,-64,海思科,002653
0600007,600007,CNSESH,8365144,-6405672,,2019-09-30,652,0.00830466,"1,477",215506205.4399999988,75,135264378.4799999982,10,-65,中国国贸,600007
1002458,002458,CNSESZ,8236791,-12324149,,2019-09-30,653,0.00830453,"2,056",401143939.4000000029314,132,183680439.3000000026,5,-127,益生股份,002458
0600267,600267,CNSESH,8013091,-101390607,,2019-09-30,654,0.00829915,"10,940",1094036980,140,77246197.239999995,4,-136,海正药业,600267
1000997,000997,CNSESZ,8423200,-48919558,,2019-09-30,655,0.00825268,"5,734",968519182.620000015874,210,137972016,15,-195,新大陆,000997
0601699,601699,CNSESH,24404300,-96876092,,2019-09-30,656,0.00815813,"12,128",962966312.479999992901,265,176687132,13,-252,潞安环能,601699
0600961,600961,CNSESH,4299610,-1684200,,2019-09-30,657,0.00815157,598,58461823.699999999,5,38911470.5,4,-1,株冶集团,600961
0603959,603959,CNSESH,3558200,-12127037,,2019-09-30,658,0.0081045,"1,569",225867412.8000000027928,31,37289936,1,-30,百利科技,603959
1002901,002901,CNSESZ,3238557,-4560233,,2019-09-30,659,0.0080844,780,256424215.199999998546,78,153280902.8100000026,13,-65,大博医疗,002901
0603871,603871,CNSESH,440278,-3331617,,2019-09-30,660,0.00802256,377,113156850,44,13137895.5200000008,3,-41,嘉友国际,603871
0603609,603609,CNSESH,7200000,-12142209,,2019-09-30,661,0.0079619,"1,934",229011754.5599999984004,48,86328000,1,-47,禾丰牧业,603609
1002803,002803,CNSESZ,2990000,-9236922,,2019-09-30,662,0.0079015,"1,223",249551478.020000001928,69,67155400,5,-64,吉宏股份,002803
0603496,603496,CNSESH,1553757,-3361544,,2019-09-30,663,0.00781303,492,137530121.980000000298,39,31199440.5599999992,9,-30,恒为科技,603496
0603181,603181,CNSESH,3151826,-18795602,,2019-09-30,664,0.00776312,"2,195",325919305.79999998912,53,49735814.099999997,5,-48,皇马科技,603181
1002822,002822,CNSESZ,5325100,4592000,,2019-09-30,665,0.00776045,73,4603868,10,44198330,1,-9,中装建设,002822
1002833,002833,CNSESZ,1665528,-8559396,,2019-09-30,666,0.00769629,"1,022",372289482.839999992205,57,57294163.2000000016,8,-49,弘亚数控,002833
0600859,600859,CNSESH,4364122,-25792730,,2019-09-30,667,0.00767282,"3,016",458082581.87999999582108,190,62799715.5800000006,7,-183,王府井,600859
1000983,000983,CNSESZ,31328424,-50335555,,2019-09-30,668,0.0076475,"8,166",494883712.74000000356899,205,184211133.11999999878,18,-187,西山煤电,000983
0600018,600018,CNSESH,176135582,-105429351,,2019-09-30,669,0.00760068,"28,156",1920272843.0599999984768,295,1002211461.58,2,-293,上港集团,600018
0600028,600028,CNSESH,724915859,-576361179,,2019-09-30,670,0.00758615,"130,128",7117985397.84999996080953,844,3639077612.179999966298,143,-701,中国石化,600028
1002367,002367,CNSESZ,5992100,-13402046,,2019-09-30,671,0.00751217,"1,939",143128797.4799999996,32,45779644,4,-28,康力电梯,002367
0600116,600116,CNSESH,7384072,-24107248,,2019-09-30,672,0.00743608,"3,149",251300733.599999992964,38,52796114.799999998,2,-36,三峡水利,600116
0600023,600023,CNSESH,100874900,-40276843,,2019-09-30,673,0.0074169,"14,115",623890704.059999994572019,262,393412110,2,-260,浙能电力,600023
1300575,300575,CNSESZ,977540,-9584693,,2019-09-30,674,0.00740392,"1,056",298756460.4800000037902,78,22483766.3999999984,5,-73,中旗股份,300575
1300457,300457,CNSESZ,4151829,-30188863,,2019-09-30,675,0.00739866,"3,434",852244058.120000006696,94,99403906.830000002,4,-90,赢合科技,300457
0601398,601398,CNSESH,1991658038,-887017822,,2019-09-30,676,0.00738712,"287,868",16955400815.379999839349349,1257,11013868950.13999999033,731,-526,工商银行,601398
1002318,002318,CNSESZ,6197600,-22807388,,2019-09-30,677,0.00736457,"2,900",212026462.279999998845,95,47411640,3,-92,久立特材,002318
1300497,300497,CNSESZ,3459739,-9322446,,2019-09-30,678,0.00734843,"1,278",191860596.8500000041739,33,58192809.98000000003,7,-26,富祥药业,300497
101787,01787,HKSE00,24167300,6306800,,2019-09-30,679,0.00734469,"1,786",326792681.910000011117,20,423339420.609999998688,17,-3,山东黄金,01787
1300429,300429,CNSESZ,3779275,-4254855,,2019-09-30,680,0.00733479,803,80019934.800000000603,20,47807828.7499999986,3,-17,强力新材,300429
100763,00763,HKSE00,25298800,879000,,2019-09-30,682,0.00727639,"2,442",484408110.31999999778,30,474651011.2700000011,11,-19,中兴通讯,00763
1002326,002326,CNSESZ,6297878,6160377,,2019-09-30,683,0.00718471,14,1127508.20000000001,14,53028132.759999996,2,-12,永太科技,002326
0600507,600507,CNSESH,15312746,-67245530,,2019-09-30,684,0.00710255,"8,256",807419939.2799999961796,212,127095791.799999998,6,-206,方大特钢,600507
1002398,002398,CNSESZ,4900351,-53978748,,2019-09-30,685,0.0070769,"5,888",378003815.5799999925987,101,27343958.5800000001,7,-94,垒知集团,002398
0603113,603113,CNSESH,4776387,-2357231,,2019-09-30,686,0.00706617,713,78612470.36,32,51346160.25,3,-29,金能科技,603113
0600875,600875,CNSESH,14046342,-68144275,,2019-09-30,687,0.00703407,"8,219",872864352.5400000082199,193,129366809.8200000003,10,-183,东方电气,600875
1300604,300604,CNSESZ,2164064,-18906986,,2019-09-30,688,0.00698028,"2,107",397189292.4999999962304,61,45402062.719999999,11,-50,长川科技,300604
1002755,002755,CNSESZ,1195420,630910,,2019-09-30,689,0.0069389,56,6553961.09999999998,36,15719773,4,-32,奥赛康,002755
1002449,002449,CNSESZ,4291507,-96785769,,2019-09-30,690,0.00693883,"10,108",1342306225.280000014403,170,47764472.9099999988,5,-165,国星光电,002449
0601666,601666,CNSESH,16136065,-38780411,,2019-09-30,691,0.00693218,"5,492",229550869.68000000137,90,61155686.349999997,5,-85,平煤股份,601666
0600861,600861,CNSESH,2182771,-2584940,,2019-09-30,692,0.00688995,477,40525543.5,5,20845463.050000001,2,-3,北京城乡,600861
1300492,300492,CNSESZ,970000,808500,,2019-09-30,693,0.00687712,16,3998740,11,45056500,2,-9,华图山鼎,300492
