CODE,ESYMBOL,EXCHANGE,GUSHU,GUSHUBIJIAO,NAME,REPORTDATE,RN,SCSTC27,SHANGQIGUSHU,SHANGQISHIZHI,SHANGQISHULIANG,SHIZHI,SHULIANG,SHULIANGBIJIAO,SNAME,stockid
0603978,603978,CNSESH,381314,380814,,2019-09-30,925,0.00238321,0,11495,1,12316442.1999999992,4,3,深圳新星,603978
1002462,002462,CNSESZ,587013,-14210579,,2019-09-30,926,0.00234312,"1,480",221963880,119,8963688.5099999998,3,-116,嘉事堂,002462
0600100,600100,CNSESH,6943700,-37890004,,2019-09-30,927,0.00234276,"4,483",405745021.1999999973352,164,56799466,3,-161,同方股份,600100
0601606,601606,CNSESH,690222,-17962748,,2019-09-30,928,0.00231831,"1,865",278488842.099999999994,31,9324899.2200000006,4,-27,长城军工,601606
0601968,601968,CNSESH,1921600,-16814581,,2019-09-30,929,0.00230592,"1,874",85999070.7900000011,18,8820144,4,-14,宝钢包装,601968
1000825,000825,CNSESZ,13108275,-12880855,,2019-09-30,930,0.00230121,"2,599",105775759.100000000084,46,50335776,8,-38,太钢不锈,000825
0600755,600755,CNSESH,4239037,-35792081,,2019-09-30,931,0.00229128,"4,003",345468548.33999999792,143,31114531.579999998,3,-140,厦门国贸,600755
1002479,002479,CNSESZ,2019818,776497,,2019-09-30,932,0.0022723,124,8218351.8100000003013,13,14764869.58,5,-8,富春环保,002479
0603133,603133,CNSESH,473500,418823,,2019-09-30,933,0.00226579,5,849133.81000000006,3,8390420,3,0,碳元科技,603133
0600332,600332,CNSESH,3157465,-60362828,,2019-09-30,934,0.00224588,"6,352",2602426404.2099999810307,450,109564035.49999999977,34,-416,白云山,600332
1002128,002128,CNSESZ,3953263,-70881883,,2019-09-30,935,0.00223675,"7,484",647324012.900000000456,243,32298158.7100000017,7,-236,露天煤业,002128
1300393,300393,CNSESZ,1385787,-2353990,,2019-09-30,936,0.00223482,374,39679033.9699999996433,33,18056804.60999999896,4,-29,中来股份,300393
101088,01088,HKSE00,36549000,-23563067,,2019-09-30,937,0.00221629,"6,011",865073130.319999989623,54,518922249.90000001708,17,-37,中国神华,01088
0603383,603383,CNSESH,371400,-294949,,2019-09-30,938,0.00220742,67,57505918.7000000002,13,27297900,1,-12,顶点软件,603383
1300203,300203,CNSESZ,993836,-42807129,,2019-09-30,939,0.00219624,"4,380",1046843063.49999999877979,192,16915088.719999999,4,-188,聚光科技,300203
100548,00548,HKSE00,3140000,790000,,2019-09-30,940,0.00219079,235,19411017.4000000002,7,28946222.5099999992,6,-1,深圳高速公路股份,00548
1000520,000520,CNSESZ,2196200,2066400,,2019-09-30,941,0.00216998,13,445214,8,9026382,4,-4,长航凤凰,000520
0600025,600025,CNSESH,19277700,-142282674,,2019-09-30,942,0.00215924,"16,156",657550722.1799999907852,231,81737448,16,-215,华能水电,600025
0601117,601117,CNSESH,10646798,-132079924,,2019-09-30,943,0.00215828,"14,273",859214866.439999993822756,280,61751428.3999999999,10,-270,中国化学,601117
0601628,601628,CNSESH,44788172,-96553215,,2019-09-30,944,0.00215084,"14,134",4002788079.8200000542755,611,1230778966.5600000143,103,-508,中国人寿,601628
0603596,603596,CNSESH,363700,255304,,2019-09-30,945,0.00212202,11,1789617.96,23,5771919,1,-22,伯特利,603596
1300526,300526,CNSESZ,433200,-890600,,2019-09-30,946,0.00212094,132,19314242,6,22959600,3,-3,中潜股份,300526
0600535,600535,CNSESH,3205748,-40344041,,2019-09-30,947,0.00211927,"4,355",720749007.9499999958187,305,49945553.8400000016,8,-297,天士力,600535
1002481,002481,CNSESZ,2627700,2247100,,2019-09-30,948,0.00211334,38,2812634,13,20995323,1,-12,双塔食品,002481
0600704,600704,CNSESH,10677526,-110249299,,2019-09-30,949,0.00210927,"12,093",655423391.49999999385128,290,58512842.4800000001,20,-270,物产中大,600704
102318,02318,HKSE00,22772726,4302799,,2019-09-30,950,0.00210223,"1,847",1523980384.900000008096,64,1849829766.91999996061,60,-4,中国平安,02318
0603203,603203,CNSESH,328831,-331580,,2019-09-30,951,0.0021007,66,14680936.52999999996009,10,7211263.83,3,-7,快克股份,603203
0601066,601066,CNSESH,2754600,-41223995,,2019-09-30,952,0.00209475,"4,398",927068782.5999999965901,305,61482672,15,-290,中信建投,601066
1002379,002379,CNSESZ,1931802,1898802,,2019-09-30,953,0.00208528,3,109230,2,7553345.8200000002,2,0,宏创控股,002379
0600768,600768,CNSESH,275600,267400,,2019-09-30,954,0.0020606,1,89954,3,2990260,2,-1,宁波富邦,600768
1000402,000402,CNSESZ,6156212,-64698096,,2019-09-30,955,0.00205967,"7,085",555497774.719999993018002,268,47402832.400000003,11,-257,金融街,000402
1000878,000878,CNSESZ,3349273,-54402387,,2019-09-30,956,0.0020398,"5,775",613015961.16999999854968,167,33626700.9199999999,11,-156,云南铜业,000878
1300697,300697,CNSESZ,423976,-322003,,2019-09-30,957,0.00203835,75,9928980.4900000000296,17,6308762.8799999998,2,-15,电工合金,300697
101776,01776,HKSE00,12000000,1672200,,2019-09-30,958,0.00202727,"1,033",84399209.16999999714,8,88866025.1999999992,3,-5,广发证券,01776
0600456,600456,CNSESH,871900,-4551662,,2019-09-30,959,0.00202642,542,123711449.22000000399,62,23436672,12,-50,宝钛股份,600456
0603638,603638,CNSESH,1129448,-5856573,,2019-09-30,960,0.00202052,699,157185472.5,57,29026813.6000000002,5,-52,艾迪精密,603638
0600977,600977,CNSESH,3770800,-36019207,,2019-09-30,961,0.00201971,"3,979",623111509.6200000018717,263,58258860,16,-247,中国电影,600977
1300308,300308,CNSESZ,1426320,-19225062,,2019-09-30,962,0.00201694,"2,065",701940474.1800000026542,192,57965644.8000000002,5,-187,中际旭创,300308
1001965,001965,CNSESZ,1100810,-19426349,,2019-09-30,963,0.00198398,"2,053",170991234.47000000331,84,8663374.7000000002,9,-75,招商公路,001965
0603825,603825,CNSESH,446912,-1258531,,2019-09-30,964,0.001974,171,23330460.2400000000811,35,5550647.04,1,-34,华扬联众,603825
1002038,002038,CNSESZ,2000000,-17641965,,2019-09-30,965,0.00194676,"1,964",462764695.400000016297899,157,24960000,2,-155,双鹭药业,002038
0600260,600260,CNSESH,1885940,-13103016,,2019-09-30,966,0.00193912,"1,499",299479340.8799999993598,149,28289100,11,-138,凯乐科技,600260
1300119,300119,CNSESZ,774000,-1163769,,2019-09-30,967,0.00192912,194,21509235.8999999999,23,9883980,3,-20,瑞普生物,300119
1300140,300140,CNSESZ,737000,-2024126,,2019-09-30,968,0.00191078,276,32111895.3799999994,25,7377370,2,-23,中环装备,300140
0600929,600929,CNSESH,642800,-1634472,,2019-09-30,969,0.00190547,228,18536994.08000000001205,24,4493172,2,-22,雪天盐业,600929
1002317,002317,CNSESZ,1534000,-15982876,,2019-09-30,970,0.00188345,"1,752",149068614.7599999998497,103,15677480,5,-98,众生药业,002317
1002955,002955,CNSESZ,174700,-1743230,,2019-09-30,971,0.00185631,192,112851001.19999999808201,139,10475012,1,-138,鸿合科技,002955
1000537,000537,CNSESZ,3134226,-115295499,,2019-09-30,972,0.00181022,"11,843",819533696.999999994705,127,19965019.6199999992,6,-121,广宇发展,000537
0600811,600811,CNSESH,6700830,-65960141,,2019-09-30,973,0.00180393,"7,266",270298812.119999998504991,87,22648805.4,4,-83,东方集团,600811
1002331,002331,CNSESZ,690200,282411,,2019-09-30,974,0.00180137,41,4167603.580000000001,11,6908902,3,-8,皖通科技,002331
0601865,601865,CNSESH,610100,-2019576,,2019-09-30,975,0.00178925,263,26717508.1600000010992,42,6180313,3,-39,福莱特,601865
0600777,600777,CNSESH,11032000,-68887319,,2019-09-30,976,0.0017702,"7,992",166232183.52000000029,86,22174320,4,-82,新潮能源,600777
1000848,000848,CNSESZ,1902000,-37272290,,2019-09-30,977,0.00176697,"3,917",326321835.700000001102,178,14322060,4,-174,承德露露,000848
0601155,601155,CNSESH,3959874,-141309807,,2019-09-30,978,0.00176348,"14,527",5783186000.60999998367214,467,112381224.119999997,16,-451,新城控股,601155
1300433,300433,CNSESZ,7681156,-90304296,,2019-09-30,979,0.00175215,"9,799",682958600.43999999629944,251,79115906.80000000003,22,-229,蓝思科技,300433
0600926,600926,CNSESH,8789305,-100486214,,2019-09-30,980,0.00174344,"10,928",910265073.27000001823742,283,74269627.25,13,-270,杭州银行,600926
0600362,600362,CNSESH,3613780,-48250265,,2019-09-30,981,0.00174137,"5,186",816340068.3000000167124,221,51930018.5999999996,9,-212,江西铜业,600362
1002024,002024,CNSESZ,16090711,-290963456,,2019-09-30,982,0.00173973,"30,705",3524981837.1600000285182,483,166699765.95999999738,21,-462,苏宁易购,002024
0600339,600339,CNSESH,9692200,-103557012,,2019-09-30,983,0.00173597,"11,325",477911674.6400000034638,190,36345750,1,-189,中油工程,600339
0600598,600598,CNSESH,3069276,-23056271,,2019-09-30,984,0.00172656,"2,613",280327119.309999993102,139,29741284.440000001,3,-136,北大荒,600598
0603305,603305,CNSESH,766200,-5303245,,2019-09-30,985,0.00171395,607,145120429.9500000022,45,22158504,4,-41,旭升股份,603305
0600771,600771,CNSESH,842119,-18617917,,2019-09-30,986,0.00171163,"1,946",377524698.400000007842,40,13768645.65,1,-39,广誉远,600771
1300458,300458,CNSESZ,561580,-3948684,,2019-09-30,987,0.00169861,451,94264517.599999997822,62,15668082,4,-58,全志科技,300458
100338,00338,HKSE00,12396000,-1237399,,2019-09-30,988,0.00169141,"1,363",37179654.260000002146,18,25496503.2,3,-15,上海石油化工股份,00338
1300613,300613,CNSESZ,134900,-756396,,2019-09-30,989,0.00168624,89,79610558.71999999891,21,16768070,2,-19,富瀚微,300613
1002387,002387,CNSESZ,1791476,-18580387,,2019-09-30,990,0.001677,"2,037",265852812.15000000006,71,30401347.72,11,-60,维信诺,002387
1002362,002362,CNSESZ,363400,-223278,,2019-09-30,991,0.00167474,59,8858837.8000000000094,14,6079682,4,-10,汉王科技,002362
0603556,603556,CNSESH,814400,-15741551,,2019-09-30,992,0.00166652,"1,656",228803242.8200000017894,113,15188560,8,-105,海兴电力,603556
1300296,300296,CNSESZ,4232000,-192917823,,2019-09-30,993,0.00166424,"19,715",1543683114.0899999843372,355,29454720,7,-348,利亚德,300296
0603220,603220,CNSESH,307800,-1150577,,2019-09-30,995,0.001658,146,40324124.050000001,27,8156700,2,-25,中贝通信,603220
0600743,600743,CNSESH,3886200,-24649930,,2019-09-30,996,0.00165645,"2,854",71625686.300000002071,36,9210294,7,-29,华远地产,600743
0600388,600388,CNSESH,1764534,-33746880,,2019-09-30,997,0.00165056,"3,551",439986419.459999991951,139,17521822.620000001,1,-138,龙净环保,600388
0601615,601615,CNSESH,1610200,-7035318,,2019-09-30,998,0.00163899,865,93717415.12000000316697,101,19934276,5,-96,明阳智能,601615
1000301,000301,CNSESZ,2059000,-27041798,,2019-09-30,999,0.00163305,"2,910",159763381.0199999959999902,109,10583260,4,-105,东方盛虹,000301
0600765,600765,CNSESH,1251200,-62599461,,2019-09-30,1000,0.00160822,"6,385",589341601.0300000266110008,115,12924896,6,-109,中航重机,600765
1002191,002191,CNSESZ,2347960,-85824800,,2019-09-30,1001,0.00160284,"8,817",1094223951.600000018405,221,22563895.6,4,-217,劲嘉股份,002191
0600177,600177,CNSESH,7413069,-89588049,,2019-09-30,1002,0.00160144,"9,700",615957099.29999998879296,197,47517772.2899999974,10,-187,雅戈尔,600177
0600398,600398,CNSESH,6867198,-203336575,,2019-09-30,1003,0.00158978,"21,020",1906548221.1100000217726,411,55761647.759999998,11,-400,海澜之家,600398
0603969,603969,CNSESH,1297632,-12744312,,2019-09-30,1004,0.00154296,"1,404",64873781.28000000312998,25,5216480.64000000019998,4,-21,银龙股份,603969
1002252,002252,CNSESZ,7580335,-69227299,,2019-09-30,1005,0.0015238,"7,681",533813056.2999999948938,164,59126613,4,-160,上海莱士,002252
0600452,600452,CNSESH,665552,-6625434,,2019-09-30,1006,0.00151593,729,128758812.75999999462558,42,13557294.2399999992,3,-39,涪陵电力,600452
0601636,601636,CNSESH,4030802,-78374357,,2019-09-30,1007,0.00150223,"8,241",320556068.50999999971994,82,14510887.2000000002,4,-78,旗滨集团,601636
0603826,603826,CNSESH,700078,-18613952,,2019-09-30,1008,0.00149589,"1,931",283723100.700000000599,46,10011115.4,1,-45,坤彩科技,603826
0600702,600702,CNSESH,492800,-26074611,,2019-09-30,1009,0.0014865,"2,657",722102230.9799999978,68,14788928,4,-64,ST舍得,600702
0601158,601158,CNSESH,7114614,-21138213,,2019-09-30,1010,0.00148221,"2,825",158216951.1999999999,63,39841838.399999999,1,-62,重庆水务,601158
1300723,300723,CNSESZ,232200,-5725210,,2019-09-30,1011,0.00147848,596,236985769.8000000022,25,8939700,5,-20,一品红,300723
1000998,000998,CNSESZ,1464751,-38376338,,2019-09-30,1012,0.00147049,"3,984",576898968.71999999803086,137,18367977.5399999991,6,-131,隆平高科,000998
1000976,000976,CNSESZ,2333858,-6823200,,2019-09-30,1013,0.00146261,916,51645807.1200000001,25,12066045.8600000003,3,-22,华铁股份,000976
1000999,000999,CNSESZ,1430774,-41197764,,2019-09-30,1014,0.00146237,"4,263",1250721304.9200000037041,333,41678446.620000002,12,-321,华润三九,000999
1000423,000423,CNSESZ,955902,-37110332,,2019-09-30,1015,0.00146158,"3,807",1515797437.880000012987,299,29135892.96,4,-295,东阿阿胶,000423
0600367,600367,CNSESH,424441,-5521158,,2019-09-30,1016,0.00145756,595,51013239.4199999999,10,3157841.04,1,-9,红星发展,600367
1300389,300389,CNSESZ,464400,-8997897,,2019-09-30,1017,0.00145583,946,117332482.800000000398003,77,5187348,1,-76,艾比森,300389
0601168,601168,CNSESH,3465200,-94901853,,2019-09-30,1018,0.00145413,"9,837",627581798.13999999741,161,19197208,4,-157,西部矿业,601168
0600963,600963,CNSESH,2612400,1343578,,2019-09-30,1019,0.00144727,127,6141098.479999999978,14,11416188,4,-10,岳阳林纸,600963
101528,01528,HKSE00,630000,-1421400,,2019-09-30,1020,0.00144705,205,12347079.419999999849,5,3722144.27,1,-4,红星美凯龙,01528
1300134,300134,CNSESZ,1110000,-12950253,,2019-09-30,1021,0.00144626,"1,406",218355729.090000003316,82,19835700,3,-79,大富科技,300134
0600008,600008,CNSESH,10527600,-58613454,,2019-09-30,1022,0.00143416,"6,914",243376510.08000000321,137,34951632,5,-132,首创股份,600008
1300638,300638,CNSESZ,337600,-6706238,,2019-09-30,1023,0.00140624,704,386988459.7200000017898,89,21538880,4,-85,广和通,300638
101658,01658,HKSE00,15841000,6612000,,2019-09-30,1024,0.00140503,923,37666122.9499999992396,23,68299851.17000000005,9,-14,邮储银行,01658
0600208,600208,CNSESH,12055505,-161203304,,2019-09-30,1025,0.0014021,"17,326",544032660.25999999273352,163,34840409.45,5,-158,新湖中宝,600208
1002351,002351,CNSESZ,1230400,-715850,,2019-09-30,1026,0.0013884,195,11152012.5000000000102,28,9252608,1,-27,漫步者,002351
1000783,000783,CNSESZ,7625000,-405149190,,2019-09-30,1027,0.00137895,"41,277",3223766423.899999993008,387,53375000,19,-368,长江证券,000783
1300360,300360,CNSESZ,691566,-11295528,,2019-09-30,1028,0.00137818,"1,199",97934557.9800000006,47,6044286.84,3,-44,炬华科技,300360
106030,06030,HKSE00,13512500,-1719500,,2019-09-30,1029,0.00137677,"1,523",218132568.2999999934903,36,178923260.62999999626,17,-19,中信证券,06030
0600166,600166,CNSESH,9046600,-254869369,,2019-09-30,1030,0.00137587,"26,392",625480846.529999989459993,156,17912268,5,-151,福田汽车,600166
1300200,300200,CNSESZ,578600,-10539176,,2019-09-30,1031,0.00137514,"1,112",105062983.19999999699999,37,5311548,2,-35,高盟新材,300200
0600170,600170,CNSESH,12217273,-367886936,,2019-09-30,1032,0.00137205,"38,010",1429191825.840000003783,348,41416555.4699999993,8,-340,上海建工,600170
106886,06886,HKSE00,10064200,-9843200,,2019-09-30,1033,0.00136786,"1,991",235346979.3800000013903,40,106575826.16000000004,5,-35,HTSC,06886
103968,03968,HKSE00,28126301,-8342500,,2019-09-30,1034,0.00136344,"3,647",1249507084.180000015849,46,946303247.250000002,37,-9,招商银行,03968
0600675,600675,CNSESH,3047812,-77939321,,2019-09-30,1035,0.00136034,"8,099",420323220.2699999891355,102,13806588.3600000003,3,-99,中华企业,600675
0601000,601000,CNSESH,8024540,-97421618,,2019-09-30,1036,0.00135414,"10,545",289976934.5,162,19740368.4000000004,8,-154,唐山港,601000
0600033,600033,CNSESH,3695900,-50851754,,2019-09-30,1037,0.00134671,"5,455",178370828.5800000001,52,11346413,5,-47,福建高速,600033
0600299,600299,CNSESH,3585754,-18990025,,2019-09-30,1038,0.00133702,"2,258",234110828.23000000172,134,37112553.8999999999,5,-129,安迪苏,600299
1000905,000905,CNSESZ,694700,350600,,2019-09-30,1039,0.00130829,34,2628924,10,5029628,3,-7,厦门港务,000905
0601567,601567,CNSESH,1810600,-10490925,,2019-09-30,1040,0.00130581,"1,230",71348845,52,12837154,6,-46,三星医疗,601567
0603041,603041,CNSESH,181800,-393668,,2019-09-30,1041,0.001295,58,9472203.279999999998,13,3048786,1,-12,美思德,603041
1300459,300459,CNSESZ,3660700,-82474170,,2019-09-30,1042,0.00129489,"8,613",490107410.30000001154998,151,10506209,1,-150,金科文化,300459
0600909,600909,CNSESH,4687100,-129186643,,2019-09-30,1043,0.00129441,"13,387",875534279.2199999907365,186,28872536,6,-180,华安证券,600909
1002922,002922,CNSESZ,94600,-81225,,2019-09-30,1044,0.00129293,18,2669023.49999999999602,12,1476706,2,-10,伊戈尔,002922
0600011,600011,CNSESH,14211035,-416202148,,2019-09-30,1045,0.00129218,"43,041",2678222221.989999977816,416,81798049,17,-399,华能国际,600011
1300196,300196,CNSESZ,522928,-55927993,,2019-09-30,1046,0.00127949,"5,645",514832399.52000001173399,79,4622683.5199999996,2,-77,长海股份,300196
1000627,000627,CNSESZ,6319566,-53786490,,2019-09-30,1047,0.0012791,"6,011",390088303.439999994775,209,44552940.3,3,-206,天茂集团,000627
1300319,300319,CNSESZ,879839,-11550686,,2019-09-30,1048,0.00126713,"1,243",88753948.5000000009,11,5982905.2000000002,3,-8,麦捷科技,300319
0600203,600203,CNSESH,575600,244598,,2019-09-30,1049,0.00126104,33,2009182.14000000001,10,3758668,4,-6,福日电子,600203
0600405,600405,CNSESH,694300,-277650,,2019-09-30,1050,0.00125489,97,4850030.5,22,3082692,3,-19,动力源,600405
1300732,300732,CNSESZ,181440,-110444,,2019-09-30,1051,0.0012523,29,5823085.8,7,3186086.4,2,-5,设研院,300732
1002707,002707,CNSESZ,782824,-59277452,,2019-09-30,1052,0.00124032,"6,006",364169875.31999998491702,105,4172451.92,2,-103,众信旅游,002707
0600449,600449,CNSESH,589700,-941057,,2019-09-30,1053,0.00123321,153,12980819.3599999999,31,5159875,6,-25,宁夏建材,600449
0600545,600545,CNSESH,2284900,-12489735,,2019-09-30,1054,0.00120549,"1,477",105047654.850000003135,66,16931109,2,-64,卓郎智能,600545
0601566,601566,CNSESH,692400,-26090874,,2019-09-30,1055,0.00120493,"2,678",329969935.680000002123,97,7747956,4,-93,九牧王,601566
0600863,600863,CNSESH,6974700,-89404152,,2019-09-30,1056,0.00120077,"9,638",302629595.27999999943,121,20784606,6,-115,内蒙华电,600863
0600668,600668,CNSESH,407000,-762620,,2019-09-30,1057,0.00118285,117,14971136,51,5759050,5,-46,尖峰集团,600668
1300075,300075,CNSESZ,507524,-4310446,,2019-09-30,1058,0.00118015,482,53734604.700000001,39,5963407,5,-34,数字政通,300075
0601229,601229,CNSESH,16109020,-313182567,,2019-09-30,1059,0.00117551,"32,929",3902105306.00000000772576,533,150619336.999999999981,51,-482,上海银行,601229
1000925,000925,CNSESZ,627426,-10680523,,2019-09-30,1060,0.00116747,"1,131",80286437.900000000014,37,4071994.7400000002,2,-35,众合科技,000925
0603519,603519,CNSESH,257120,-1326014,,2019-09-30,1061,0.00115851,158,25013517.2000000002,29,4129347.2000000002,3,-26,立霸股份,603519
0601618,601618,CNSESH,20602732,-385461684,,2019-09-30,1062,0.00115405,"40,606",1234435824.639999988600312,261,57481622.280000002,9,-252,中国中冶,601618
0600251,600251,CNSESH,898200,-25639,,2019-09-30,1063,0.00115328,92,5857139.25999999999999,8,4643694,2,-6,冠农股份,600251
0600728,600728,CNSESH,1989879,-41896176,,2019-09-30,1064,0.0011504,"4,389",432277641.750000005974,99,20256968.21999999982,12,-87,佳都科技,600728
1002818,002818,CNSESZ,857500,-14026435,,2019-09-30,1065,0.00114569,"1,488",190960886.05000000020886,125,10461500,3,-122,富森美,002818
1300211,300211,CNSESZ,344600,339348,,2019-09-30,1066,0.00113851,1,35503.519999999996,3,2884302,3,0,亿通科技,300211
1002696,002696,CNSESZ,394580,-4718714,,2019-09-30,1067,0.00112935,511,32485956.8199999991,19,2166244.2000000002,1,-18,百洋股份,002696
0603067,603067,CNSESH,482152,480144,,2019-09-30,1068,0.00111816,0,12248.799999999999,1,2926662.6400000002,2,1,振华股份,603067
0600835,600835,CNSESH,883800,-30651774,,2019-09-30,1069,0.00109584,"3,154",523490528.399999998827,165,14697594,5,-160,上海机电,600835
0603313,603313,CNSESH,376230,-19603184,,2019-09-30,1070,0.00109258,"1,998",345444068.05999999745522,88,6192745.7999999998,1,-87,梦百合,603313
0601669,601669,CNSESH,12030151,-314199358,,2019-09-30,1071,0.00107948,"32,623",1725754102.61000001236404,249,55699599.1299999964,3,-246,中国电建,601669
1300168,300168,CNSESZ,1280544,-72415807,,2019-09-30,1072,0.00107828,"7,370",955841672.470000010998,181,17428203.8399999998,6,-175,万达信息,300168
1002287,002287,CNSESZ,566828,-9819,,2019-09-30,1073,0.0010737,58,16757361.820000000891,21,11529281.5199999996,2,-19,奇正藏药,002287
1000498,000498,CNSESZ,1195722,-14662847,,2019-09-30,1074,0.00106748,"1,586",84209001.39000000001,46,5667722.2800000003,1,-45,山东路桥,000498
0600015,600015,CNSESH,13478040,-216053461,,2019-09-30,1075,0.00105111,"22,953",1767392557.6999999503976,310,99467935.1999999982,18,-292,华夏银行,600015
0600089,600089,CNSESH,3841252,-106798436,,2019-09-30,1076,0.00103418,"11,064",802137738,289,24968138,12,-277,特变电工,600089
0600236,600236,CNSESH,8141274,-81751426,,2019-09-30,1077,0.00103284,"8,989",544749762.0000000001002,87,37124209.439999998,3,-84,桂冠电力,600236
1000426,000426,CNSESZ,1496800,-32671415,,2019-09-30,1078,0.00101445,"3,417",183483314.550000000094,85,8022848,4,-81,兴业矿业,000426
0600655,600655,CNSESH,1625208,-17222115,,2019-09-30,1079,0.00101386,"1,885",154359575.36999999999997,137,13245445.1999999992,3,-134,豫园股份,600655
1002125,002125,CNSESZ,601042,-8962515,,2019-09-30,1080,0.00101313,956,56329350.72999999979999,8,3077335.04,1,-7,湘潭电化,002125
1002092,002092,CNSESZ,2151700,-98722769,,2019-09-30,1081,0.00100245,"10,087",802960773.2399999956485,223,15018866,5,-218,中泰化学,002092
1000887,000887,CNSESZ,1212100,-46040254,,2019-09-30,1082,0.00099284,"4,725",453150074.859999999024,158,10496786,2,-156,中鼎股份,000887
1000697,000697,CNSESZ,661931,-1079800,,2019-09-30,1083,0.00098558,174,19542221.8200000003,28,8691154.0299999993,1,-27,炼石航空,000697
1300428,300428,CNSESZ,339440,-5974488,,2019-09-30,1084,0.00096873,631,63318462.400000001582,58,4358409.5999999996,1,-57,四通新材,300428
1002887,002887,CNSESZ,301260,-600440,,2019-09-30,1085,0.00096558,90,13922247.9999999999974,10,4639404,4,-6,绿茵生态,002887
102359,02359,HKSE00,1361560,-548520,,2019-09-30,1086,0.00096346,191,115100283.36999999326,10,105249042.54999999918,7,-3,药明康德,02359
1002029,002029,CNSESZ,716522,-6532121,,2019-09-30,1087,0.00094819,725,46826233.7800000002795,42,4048349.2999999998,2,-40,七匹狼,002029
0600329,600329,CNSESH,531798,-12291039,,2019-09-30,1088,0.00093979,"1,282",183238340.7300000024644,135,7301586.540000000008,4,-131,中新药业,600329
0600259,600259,CNSESH,281900,-9032911,,2019-09-30,1089,0.00093406,931,375386883.300000008812,85,9074361,3,-82,广晟有色,600259
1300120,300120,CNSESZ,391660,196161,,2019-09-30,1090,0.00090648,20,1239463.659999999999992,16,2357793.2000000002,1,-15,经纬辉开,300120
1002254,002254,CNSESZ,356600,-26922830,,2019-09-30,1091,0.00090516,"2,728",288616369.40000000228968,79,3669414,2,-77,泰和新材,002254
1000667,000667,CNSESZ,2232546,-1275903,,2019-09-30,1092,0.00090497,351,9227220.86999999999,24,6362756.10000000003,4,-20,美好置业,000667
0600959,600959,CNSESH,4059320,-76652111,,2019-09-30,1093,0.00089664,"8,071",359165867.949999990202,102,16643212,6,-96,江苏有线,600959
0603360,603360,CNSESH,231200,-774000,,2019-09-30,1094,0.00088465,101,25331040,9,7317480,2,-7,百傲化学,603360
1300556,300556,CNSESZ,100000,-229360,,2019-09-30,1095,0.00087921,33,5862608,6,1666000,1,-5,丝路视觉,300556
1000528,000528,CNSESZ,1285810,-39616256,,2019-09-30,1096,0.000879,"4,090",272407759.560000005216448,158,8049170.5999999996,5,-153,柳工,000528
1300579,300579,CNSESZ,158200,-14042156,,2019-09-30,1097,0.00087889,"1,420",397609968,26,6372296,2,-24,数字认证,300579
1300219,300219,CNSESZ,619600,-8114778,,2019-09-30,1098,0.00087521,873,64459709.640000000106002,63,3655640,2,-61,鸿利智汇,300219
1300737,300737,CNSESZ,276600,-1013904,,2019-09-30,1099,0.00086625,129,12130737.59999999998198,46,2577912,2,-44,科顺股份,300737
0600583,600583,CNSESH,3813943,-159248536,,2019-09-30,1100,0.00086262,"16,306",913149882.40000000387997,225,20557152.76999999989,9,-216,海油工程,600583
0600054,600054,CNSESH,442400,-10549812,,2019-09-30,1101,0.00086187,"1,099",102117649.47999999799395,46,3990448,4,-42,黄山旅游,600054
0603699,603699,CNSESH,643500,-7195070,,2019-09-30,1102,0.000858,784,94062840,42,7335900,6,-36,纽威股份,603699
0601808,601808,CNSESH,2534713,-12148812,,2019-09-30,1103,0.00085619,"1,468",141402345.7500000002860008,135,31050234.25,9,-126,中海油服,601808
0600970,600970,CNSESH,1473600,-55974066,,2019-09-30,1104,0.00084804,"5,745",369388492.379999999712699,142,8635296,4,-138,中材国际,600970
1300303,300303,CNSESZ,1064600,-23065389,,2019-09-30,1105,0.00084694,"2,413",79870263.589999996301,54,3896436,2,-52,聚飞光电,300303
0603033,603033,CNSESH,209888,-1266111,,2019-09-30,1106,0.00084333,148,25490502.72999999893,24,3803170.5600000001,1,-23,三维股份,603033
0600516,600516,CNSESH,3205183,-28241673,,2019-09-30,1107,0.00084215,"3,145",386481860.2399999930274,177,37244226.4600000013,12,-165,方大炭素,600516
1000560,000560,CNSESZ,1679200,-49657888,,2019-09-30,1108,0.00083335,"5,134",245391280.639999998542,68,7304520,2,-66,我爱我家,000560
1300145,300145,CNSESZ,1600000,-68234406,,2019-09-30,1109,0.00083184,"6,983",303081322.03999999636879,83,5456000,2,-81,中金环境,300145
0603083,603083,CNSESH,209300,-2293668,,2019-09-30,1110,0.00082983,250,77792245.440000000094,26,5303662,1,-25,剑桥科技,603083
1000554,000554,CNSESZ,300800,-1170455,,2019-09-30,1111,0.00082944,147,8798104.8999999999,5,1491968,1,-4,泰山石油,000554
1300578,300578,CNSESZ,127600,-9085185,,2019-09-30,1112,0.00082193,921,242572629.0499999967999,61,3417128,4,-57,会畅通讯,300578
0600337,600337,CNSESH,1450480,-28881581,,2019-09-30,1113,0.00082098,"3,033",124968091.319999994979,22,5714891.2000000002,2,-20,美克家居,600337
1002030,002030,CNSESZ,714278,-23187377,,2019-09-30,1114,0.00081431,"2,390",256464758.14999999791388,109,7214207.7999999998,2,-107,达安基因,002030
