CINDUSTRY2,CODE,COMPANYCODE,COMPANYNAME,EXCHANGE,ITPROFILE21,ITPROFILE26,ITPROFILE38,NAME,NO,SNAME,STYLE,STYLECODE,SYMBOL
房地产,1000961,10001213,江苏中南建设集团股份有限公司,CNSESZ,379099.91700000002,021-61929799,www.cninfo.com.cn,,4046,中南建设,464,801180,000961
有色金属,0600516,10000349,方大炭素新材料科技股份有限公司,CNSESH,380597.0368,"0931-6239106,0931-6239195",www.sse.com.cn,,4047,方大炭素,464,801050,600516
公用事业,0600956,80156352,新天绿色能源股份有限公司,CNSESH,384991.03960000002,0311-85516363,,,4048,新天绿能,464,801160,600956
钢铁,1000761,10001065,本钢板材股份有限公司,CNSESZ,387537.1532,"024-47827003,024-47828980",www.cninfo.com.cn,,4049,本钢板材,464,801040,000761
钢铁,1200761,10001065,本钢板材股份有限公司,CNSESZ,387537.1532,"024-47827003,024-47828980",www.cninfo.com.cn,,4050,本钢板B,464,801040,200761
非银金融,0601555,80000031,东吴证券股份有限公司,CNSESH,388051.89079999999,0512-62601555,www.sse.com.cn,,4051,东吴证券,464,801790,601555
食品饮料,1000858,10001136,宜宾五粮液股份有限公司,CNSESZ,388160.80050000001,"0831-3567000,0831-3566938,0831-3567988",www.cninfo.com.cn,,4052,五粮液,464,801120,000858
商业贸易,0600655,10000462,上海豫园旅游商城(集团)股份有限公司,CNSESH,388349.84639999998,"021-23029999,021-23028571",www.sse.com.cn,,4053,豫园股份,464,801200,600655
国防军工,1002013,10001395,中航工业机电系统股份有限公司,CNSESZ,388482.47889999999,010-58354876,www.cninfo.com.cn,,4054,中航机电,464,801740,002013
交通运输,0600575,10001267,淮河能源(集团)股份有限公司,CNSESH,388626.10649999999,"0553-5840085,0553-5840528",www.sse.com.cn,,4055,淮河能源,464,801170,600575
机械设备,1002532,80160116,天山铝业集团股份有限公司,CNSESZ,388852.66369999998,0993-2908993,www.cninfo.com.cn,,4056,天山铝业,464,801890,002532
商业贸易,0601828,80186156,红星美凯龙家居集团股份有限公司,CNSESH,390500,021-52820220,,,4057,美凯龙,464,801200,601828
房地产,0600515,10000348,海航基础设施投资集团股份有限公司,CNSESH,390759.24599999998,"0898-69960275,0898-69960276",www.sse.com.cn,,4058,海航基础,464,801180,600515
房地产,0600340,10001322,华夏幸福基业股份有限公司,CNSESH,391372.03419999999,010-56982988,www.sse.com.cn,,4059,华夏幸福,464,801180,600340
医药生物,1002044,10001446,美年大健康产业控股股份有限公司,CNSESZ,391425.39230000001,021-66773289,www.cninfo.com.cn,,4060,美年健康,464,801150,002044
综合,1000839,10001130,中信国安信息产业股份有限公司,CNSESZ,391982.63520000002,010-65008037,www.cninfo.com.cn,,4061,中信国安,464,801230,000839
化工,1000683,10001003,内蒙古远兴能源股份有限公司,CNSESZ,392420.69910000003,"0477-8139874,0477-8139873",www.cninfo.com.cn,,4062,远兴能源,464,801030,000683
公用事业,1000939,10001200,凯迪生态环境科技股份有限公司,CNSESZ,392959.54940000002,027-67869270,www.cninfo.com.cn,,4063,凯迪退,464,801160,000939
非银金融,1000563,10000905,陕西省国际信托股份有限公司,CNSESZ,396401.28460000001,"029-81870262,029-88897633",www.cninfo.com.cn,,4064,陕国投A,464,801790,000563
非银金融,1000562,10000904,宏源证券股份有限公司,CNSESZ,397240.83319999999,0991-2301870,www.cninfo.com.cn,,4065,宏源证券,464,801790,000562
传媒,1300104,80148607,乐视网信息技术(北京)股份有限公司,CNSESZ,398944.01919999998,010-53606973,www.cninfo.com.cn,,4066,乐视退,464,801760,300104
钢铁,1000778,10001077,新兴铸管股份有限公司,CNSESZ,399088.01760000002,"010-85147922,010-65168778",www.cninfo.com.cn,,4067,新兴铸管,464,801040,000778
国防军工,0601698,80443397,中国卫通集团股份有限公司,CNSESH,400000,"010-62585890,010-62585601",,,4068,中国卫通,464,801740,601698
房地产,1000981,10001231,银亿股份有限公司,CNSESZ,402798.98820000002,0574-87653687,www.cninfo.com.cn,,4069,*ST银亿,464,801180,000981
房地产,0900932,10000470,上海陆家嘴金融贸易区开发股份有限公司,CNSESH,403419.74400000001,021-33848788,www.sse.com.cn,,4070,陆家B股,464,801180,900932
房地产,0600663,10000470,上海陆家嘴金融贸易区开发股份有限公司,CNSESH,403419.74400000001,021-33848788,www.sse.com.cn,,4071,陆家嘴,464,801180,600663
采掘,1000723,10001039,山西美锦能源股份有限公司,CNSESZ,407809.3052,0351-4236095,www.cninfo.com.cn,,4072,美锦能源,464,801020,000723
采掘,1000983,10001233,山西西山煤电股份有限公司,CNSESZ,409656,"0351-6211511,0351-6217295",www.cninfo.com.cn,,4073,西山煤电,464,801020,000983
房地产,1000671,10000992,阳光城集团股份有限公司,CNSESZ,412049.54100000003,"021-80328709,021-80328765",www.cninfo.com.cn,,4074,阳光城,464,801180,000671
医药生物,1300015,80122399,爱尔眼科医院集团股份有限公司,CNSESZ,412151.80349999998,0731-85136739,"www.cninfo.com.cn,www.cs.com.cn",,4075,爱尔眼科,464,801150,300015
机械设备,0600582,10000391,天地科技股份有限公司,CNSESH,413858.88919999998,010-87986210,www.sse.com.cn,,4076,天地科技,464,801890,600582
农林牧渔,1002385,80134716,北京大北农科技集团股份有限公司,CNSESZ,419532.94949999999,010-82856450,www.cninfo.com.cn,,4077,大北农,464,801010,002385
非银金融,1002797,80000083,第一创业证券股份有限公司,CNSESZ,420240,0755-23838868,"www.cninfo.com.cn,www.szse.cn",,4078,第一创业,464,801790,002797
电气设备,1002202,80078075,新疆金风科技股份有限公司,CNSESZ,422506.7647,010-67511996,www.cninfo.com.cn,,4079,金风科技,464,801730,002202
非银金融,0600061,10000034,国投资本股份有限公司,CNSESH,422712.97269999998,010-83325163,www.sse.com.cn,,4080,国投资本,464,801790,600061
纺织服装,1000982,10001232,宁夏中银绒业股份有限公司,CNSESZ,426187.70529999997,0951-5969328,www.cninfo.com.cn,,4081,*ST中绒,464,801130,000982
农林牧渔,0601118,80094508,海南天然橡胶产业集团股份有限公司,CNSESH,427942.77970000001,"0898-31669317,0898-31669309",www.sse.com.cn,,4082,海南橡胶,464,801010,601118
电气设备,1300116,80149722,保力新能源科技股份有限公司,CNSESZ,428108.2697,029-88332970,www.cninfo.com.cn,,4083,保力新,464,801730,300116
房地产,1000031,10000620,大悦城控股集团股份有限公司,CNSESZ,428631.33390000003,"0755-23999288,010-85017888",www.cninfo.com.cn,,4084,大悦城,464,801180,000031
电气设备,0600438,10001331,通威股份有限公司,CNSESH,428785.56839999999,"028-86168552,028-86168553",www.sse.com.cn,,4085,通威股份,464,801730,600438
纺织服装,0600398,10000318,海澜之家股份有限公司,CNSESH,431958.96399999998,0510-86121071,www.sse.com.cn,,4086,海澜之家,464,801130,600398
有色金属,0603993,80095442,洛阳栾川钼业集团股份有限公司,CNSESH,431984.81170000002,0379-68603993,"www.sse.com.cn,www.hkexnews.hk",,4087,洛阳钼业,464,801050,603993
机械设备,0601608,80031365,中信重工机械股份有限公司,CNSESH,433941.92930000002,0379-64088999,www.sse.com.cn,,4088,中信重工,464,801890,601608
有色金属,0600547,10001299,山东黄金矿业股份有限公司,CNSESH,433945.62829999998,0531-67710376,www.sse.com.cn,,4089,山东黄金,464,801050,600547
房地产,1002146,80079947,荣盛房地产发展股份有限公司,CNSESZ,434816.38510000001,0316-5909688,www.cninfo.com.cn,,4090,荣盛发展,464,801180,002146
非银金融,1000728,10001043,国元证券股份有限公司,CNSESZ,436377.78909999999,"0551-62207968,0551-62207323",www.cninfo.com.cn,,4091,国元证券,464,801790,000728
电子,1300433,80202018,蓝思科技股份有限公司,CNSESZ,438385.73570000002,0731-83285699,www.cninfo.com.cn,,4092,蓝思科技,464,801080,300433
纺织服装,0601718,80144523,际华集团股份有限公司,CNSESH,439162.94040000002,010-63706008,www.sse.com.cn,,4093,际华集团,464,801130,601718
公用事业,0600674,10000481,四川川投能源股份有限公司,CNSESH,440214.42570000002,028-86098649,www.sse.com.cn,,4094,川投能源,464,801160,600674
采掘,0600583,10000392,海洋石油工程股份有限公司,CNSESH,442135.47999999998,022-59898808,www.sse.com.cn,,4095,海油工程,464,801020,600583
银行,0600928,80048091,西安银行股份有限公司,CNSESH,444444.44449999998,029-88992333,,,4096,西安银行,464,801780,600928
国防军工,0600150,10000115,中国船舶工业股份有限公司,CNSESH,447242.87579999998,021-68860618,www.sse.com.cn,,4097,中国船舶,464,801740,600150
电子,0600703,10000510,三安光电股份有限公司,CNSESH,447934.13079999998,0592-5937117,www.sse.com.cn,,4098,三安光电,464,801080,600703
公用事业,1002610,80180466,江苏爱康科技股份有限公司,CNSESZ,448796.92479999998,0512-82557563,www.cninfo.com.cn,,4099,爱康科技,464,801160,002610
非银金融,0600390,10000312,五矿资本股份有限公司,CNSESH,449806.54590000003,"010-68495057,010-68495851",www.sse.com.cn,,4100,五矿资本,464,801790,600390
农林牧渔,1000876,10001146,新希望六和股份有限公司,CNSESZ,450514.40460000001,"028-82000876,010-53299899,028-85950011",www.cninfo.com.cn,,4101,新希望,464,801010,000876
银行,1002948,80046098,青岛银行股份有限公司,CNSESZ,450969,0532-85709728,,,4102,青岛银行,464,801780,002948
房地产,0600383,10000307,金地(集团)股份有限公司,CNSESH,451458.35720000003,0755-82039509,www.sse.com.cn,,4103,金地集团,464,801180,600383
家用电器,1002429,80142844,深圳市兆驰股份有限公司,CNSESZ,452694.06069999997,0755-33614068,www.cninfo.com.cn,,4104,兆驰股份,464,801110,002429
电子,1000727,10001042,南京华东电子信息科技股份有限公司,CNSESZ,452956.69799999997,"025-66087777,025-66852685",www.cninfo.com.cn,,4105,*ST东科,464,801080,000727
交通运输,1002352,80137998,顺丰控股股份有限公司,CNSESZ,455644.04550000001,0755-36395338,www.cninfo.com.cn,,4106,顺丰控股,464,801170,002352
轻工制造,0600567,10000382,山鹰国际控股股份公司,CNSESH,459559.00290000002,021-62376587,www.sse.com.cn,,4107,山鹰国际,464,801140,600567
建筑装饰,0600068,10000041,中国葛洲坝集团股份有限公司,CNSESH,460477.74119999999,027-59270353,www.sse.com.cn,,4108,葛洲坝,464,801720,600068
汽车,1000800,10001096,一汽解放集团股份有限公司,CNSESZ,460966.62119999999,"0431-80918881,0431-80918882",www.cninfo.com.cn,,4109,一汽解放,464,801880,000800
非银金融,0601788,80000074,光大证券股份有限公司,CNSESH,461078.76390000002,021-22169999,www.sse.com.cn,,4110,光大证券,464,801790,601788
通信,1000063,10000649,中兴通讯股份有限公司,CNSESZ,461343.48979999998,0755-26770282,"www.cninfo.com.cn,www.hkexnews.hk",,4111,中兴通讯,464,801770,000063
家用电器,0600839,10000788,四川长虹电器股份有限公司,CNSESH,461624.42219999997,"0816-2417979,0816-2418486",www.sse.com.cn,,4112,四川长虹,464,801110,600839
电气设备,0600406,10001311,国电南瑞科技股份有限公司,CNSESH,462173.54869999998,025-81087102,www.sse.com.cn,,4113,国电南瑞,464,801730,600406
房地产,0600177,10000139,雅戈尔集团股份有限公司,CNSESH,462900.29729999998,0574-56198177,www.sse.com.cn,,4114,雅戈尔,464,801180,600177
化工,1002064,80080331,浙江华峰氨纶股份有限公司,CNSESZ,463351.92210000003,"0577-65178053,0577-65150000",www.cninfo.com.cn,,4115,华峰氨纶,464,801030,002064
非银金融,0601375,80000218,中原证券股份有限公司,CNSESH,464288.46999999997,0371-69177590,"www.sse.com.cn,www.hkexnews.hk",,4116,中原证券,464,801790,601375
电气设备,0600401,10001307,海润光伏科技股份有限公司,CNSESH,472493.51520000002,0510-68522289,www.sse.com.cn,,4117,退市海润,464,801730,600401
公用事业,1000027,10000616,深圳能源集团股份有限公司,CNSESZ,475738.99160000001,0755-83684138,www.cninfo.com.cn,,4118,深圳能源,464,801160,000027
交通运输,0600026,10000016,中远海运能源运输股份有限公司,CNSESH,476269.18849999999,021-65967678,www.sse.com.cn,,4119,中远海能,464,801170,600026
建筑装饰,0600039,10001266,四川路桥建设集团股份有限公司,CNSESH,476960.02889999998,028-85126085,www.sse.com.cn,,4120,四川路桥,464,801720,600039
采掘,0601808,80071741,中海油田服务股份有限公司,CNSESH,477159.20000000001,010-84521685,www.sse.com.cn,,4121,中海油服,464,801020,601808
有色金属,1002340,80135888,格林美股份有限公司,CNSESZ,478352.22570000001,0755-33386666,www.cninfo.com.cn,,4122,格林美,464,801050,002340
公用事业,0601158,80055867,重庆水务集团股份有限公司,CNSESH,480000,023-63860827,www.sse.com.cn,,4123,重庆水务,464,801160,601158
交通运输,0600350,10000280,山东高速股份有限公司,CNSESH,481116.5857,0531-89260052,www.sse.com.cn,,4124,山东高速,464,801170,600350
非银金融,0601995,80016241,中国国际金融股份有限公司,CNSESH,482725.68680000002,"852-28722000,010-65051166",,,4125,中金公司,464,801790,601995
化工,1000301,10000672,江苏东方盛虹股份有限公司,CNSESZ,483486.38660000003,"0512-63517560,0512-63573480",www.cninfo.com.cn,,4126,东方盛虹,464,801030,000301
有色金属,0600489,10001295,中金黄金股份有限公司,CNSESH,484731.25640000001,"010-56353910,010-56353909",www.sse.com.cn,,4127,中金黄金,464,801050,600489
采掘,0600188,10000149,兖州煤业股份有限公司,CNSESH,486000,"0537-5382319,0537-5384451","www.sse.com.cn,www.hkexnews.hk,www.sec.gov",,4128,兖州煤业,464,801020,600188
公用事业,0600642,10000449,申能股份有限公司,CNSESH,491203.83159999998,"021-63900642,021-33570888",www.sse.com.cn,,4129,申能股份,464,801160,600642
建筑装饰,0601117,80127100,中国化学工程股份有限公司,CNSESH,493300,"010-59765697,010-59765657",www.sse.com.cn,,4130,中国化学,464,801720,601117
非银金融,1000627,10000961,天茂实业集团股份有限公司,CNSESZ,494062.91649999999,0724-2223218,www.cninfo.com.cn,,4131,天茂集团,464,801790,000627
交通运输,0601975,10000060,招商局南京油运股份有限公司,CNSESH,494211.63429999998,"025-58586145,025-58586146",www.neeq.com.cn,,4132,招商南油,464,801170,601975
交通运输,0600087,10000060,招商局南京油运股份有限公司,CNSESH,494211.63429999998,"025-58586145,025-58586146",www.neeq.com.cn,,4133,退市长油,464,801170,600087
医药生物,0600518,10000350,康美药业股份有限公司,CNSESH,497386.16749999998,0755-33187777,www.sse.com.cn,,4134,ST康美,464,801150,600518
公用事业,0601016,80153949,中节能风力发电股份有限公司,CNSESH,498667.20000000001,010-83052221,www.sse.com.cn,,4135,节能风电,464,801160,601016
传媒,0600959,80116616,江苏省广电有线信息网络股份有限公司,CNSESH,500071.76860000001,025-83187799,www.sse.com.cn,,4136,江苏有线,464,801760,600959
交通运输,0600377,10000301,江苏宁沪高速公路股份有限公司,CNSESH,503774.75,8625-84362700,"www.sse.com.cn,www.hkexnews.hk,www.jsexpressway.com",,4137,宁沪高速,464,801170,600377
钢铁,1000708,10001025,中信泰富特钢集团股份有限公司,CNSESZ,504714.34330000001,0714-6297373,www.cninfo.com.cn,,4138,中信特钢,464,801040,000708
交通运输,0600704,10000511,物产中大集团股份有限公司,CNSESH,506218.20400000003,0571-85777029,www.sse.com.cn,,4139,物产中大,464,801170,600704
电气设备,1002506,80132461,协鑫集成科技股份有限公司,CNSESZ,508194.18030000001,0512-69832889,www.cninfo.com.cn,,4140,协鑫集成,464,801730,002506
有色金属,0600497,10001357,云南驰宏锌锗股份有限公司,CNSESH,509129.1568,0874-8966698,www.sse.com.cn,,4141,驰宏锌锗,464,801050,600497
电气设备,0601179,80134478,中国西电电气股份有限公司,CNSESH,512588.2352,029-88832083,www.sse.com.cn,,4142,中国西电,464,801730,601179
交通运输,1000594,10000931,天津国恒铁路控股股份有限公司,CNSESZ,519377.18920000002,15712253312,www.cninfo.com.cn,,4143,国恒退,464,801170,000594
非银金融,1000046,10000634,泛海控股股份有限公司,CNSESZ,519620.06559999997,"010-85258480,010-85259601,010-85259655",www.cninfo.com.cn,,4144,泛海控股,464,801790,000046
公用事业,1000539,10000881,广东电力发展股份有限公司,CNSESZ,525028.39859999996,020-87570251,www.cninfo.com.cn,,4145,粤电力A,464,801160,000539
公用事业,1200539,10000881,广东电力发展股份有限公司,CNSESZ,525028.39859999996,020-87570251,www.cninfo.com.cn,,4146,粤电力B,464,801160,200539
机械设备,0900947,10000573,上海振华重工(集团)股份有限公司,CNSESH,526835.35010000004,021-50390727,www.sse.com.cn,,4147,振华B股,464,801890,900947
机械设备,0600320,10000573,上海振华重工(集团)股份有限公司,CNSESH,526835.35010000004,021-50390727,www.sse.com.cn,,4148,振华重工,464,801890,600320
钢铁,1000959,10001211,北京首钢股份有限公司,CNSESZ,528938.95999999996,010-88293727,www.cninfo.com.cn,,4149,首钢股份,464,801040,000959
建筑材料,0600585,10000393,安徽海螺水泥股份有限公司,CNSESH,529930.25789999997,"0553-8398976,0553-8398911",www.sse.com.cn,,4150,海螺水泥,464,801710,600585
医药生物,0600276,10000223,江苏恒瑞医药股份有限公司,CNSESH,533171.70409999997,0518-81220983,www.sse.com.cn,,4151,恒瑞医药,464,801150,600276
房地产,1000656,10000978,金科地产集团股份有限公司,CNSESZ,533971.58160000003,023-63023656,www.cninfo.com.cn,,4152,金科股份,464,801180,000656
汽车,1000625,10000959,重庆长安汽车股份有限公司,CNSESZ,536339.61739999999,023-67594008,www.cninfo.com.cn,,4153,长安汽车,464,801880,000625
汽车,1200625,10000959,重庆长安汽车股份有限公司,CNSESZ,536339.61739999999,023-67594008,www.cninfo.com.cn,,4154,长安B,464,801880,200625
公用事业,1002266,80122387,浙富控股集团股份有限公司,CNSESZ,536979.59620000003,0571-89939661,www.cninfo.com.cn,,4155,浙富控股,464,801160,002266
非银金融,1000958,10001210,国家电投集团东方新能源股份有限公司,CNSESZ,538341.85199999996,0311-85053913,www.cninfo.com.cn,,4156,东方能源,464,801790,000958
农林牧渔,1300999,80136748,益海嘉里金龙鱼粮油食品股份有限公司,CNSESZ,542159.15359999996,"021-31199999,021-31823188",,,4157,金龙鱼,464,801010,300999
化工,1000792,10001089,青海盐湖工业股份有限公司,CNSESZ,543287.66720000003,0979-8448121,www.cninfo.com.cn,,4158,*ST盐湖,464,801030,000792
商业贸易,0600415,10000321,浙江中国小商品城集团股份有限公司,CNSESH,544321.41760000004,0579-85182812,www.sse.com.cn,,4159,小商品城,464,801200,600415
非银金融,1000750,10001055,国海证券股份有限公司,CNSESZ,544452.5514,"0771-5539038,0771-5532512",www.cninfo.com.cn,,4160,国海证券,464,801790,000750
非银金融,0600816,10000765,安信信托股份有限公司,CNSESH,546913.79189999995,021-63410710,www.sse.com.cn,,4161,*ST安信,464,801790,600816
非银金融,1000783,10001081,长江证券股份有限公司,CNSESZ,552958.81270000001,027-65799866,www.cninfo.com.cn,,4162,长江证券,464,801790,000783
银行,1002958,80071491,青岛农村商业银行股份有限公司,CNSESZ,555555.55559999996,0532-66957767,,,4163,青农商行,464,801780,002958
汽车,1000927,10001189,天津一汽夏利汽车股份有限公司,CNSESZ,557180.14350000001,022-87915007,www.cninfo.com.cn,,4164,*ST夏利,464,801880,000927
采掘,0600339,10000277,中国石油集团工程股份有限公司,CNSESH,558314.74710000004,010-63596905,www.sse.com.cn,,4165,中油工程,464,801020,600339
交通运输,0601326,80133074,秦皇岛港股份有限公司,CNSESH,558741.19999999995,852-31506788,,,4166,秦港股份,464,801170,601326
钢铁,1000825,10001117,山西太钢不锈钢股份有限公司,CNSESZ,569624.77960000001,"0351-2137728,0351-2137729",www.cninfo.com.cn,,4167,太钢不锈,464,801040,000825
电气设备,0600517,10001310,国网英大股份有限公司,CNSESH,571843.57440000004,021-52311566,www.sse.com.cn,,4168,国网英大,464,801730,600517
计算机,1002195,80053487,上海二三四五网络控股集团股份有限公司,CNSESZ,572484.76630000002,021-64822345,www.cninfo.com.cn,,4169,二三四五,464,801750,002195
电子,1000413,10000686,东旭光电科技股份有限公司,CNSESZ,573025.01179999998,010-63541061,www.cninfo.com.cn,,4170,东旭光电,464,801080,000413
电子,1200413,10000686,东旭光电科技股份有限公司,CNSESZ,573025.01179999998,010-63541061,www.cninfo.com.cn,,4171,东旭B,464,801080,200413
公用事业,0600863,10000812,内蒙古蒙电华能热电股份有限公司,CNSESH,580852.77919999999,0471-6222388,www.sse.com.cn,,4172,内蒙华电,464,801160,600863
交通运输,0601000,80144277,唐山港集团股份有限公司,CNSESH,592592.86140000005,0315-2916409,www.sse.com.cn,,4173,唐山港,464,801170,601000
银行,0600926,80058614,杭州银行股份有限公司,CNSESH,593020.04319999996,0571-87253058,www.sse.com.cn,,4174,杭州银行,464,801780,600926
商业贸易,1000564,10000906,供销大集集团股份有限公司,CNSESZ,598200.40240000002,029-87363588,www.cninfo.com.cn,,4175,供销大集,464,801200,000564
银行,1002142,80045209,宁波银行股份有限公司,CNSESZ,600801.62860000005,0574-87050028,www.cninfo.com.cn,,4176,宁波银行,464,801780,002142
家用电器,1000651,10000974,珠海格力电器股份有限公司,CNSESZ,601573.08779999998,0756-8669232,www.cninfo.com.cn,,4177,格力电器,464,801110,000651
电气设备,0601558,80104889,华锐风电科技(集团)股份有限公司,CNSESH,603060,010-62515566,www.sse.com.cn,,4178,退市锐电,464,801730,601558
食品饮料,0600887,10000836,内蒙古伊利实业集团股份有限公司,CNSESH,608321.18330000003,0471-3350092,www.sse.com.cn,,4179,伊利股份,464,801120,600887
房地产,0600675,10000482,中华企业股份有限公司,CNSESH,609613.52520000003,021-20772222,www.sse.com.cn,,4180,中华企业,464,801180,600675
钢铁,1000932,10001194,湖南华菱钢铁股份有限公司,CNSESZ,612907.72109999997,"0731-89952719,0731-89952811",www.cninfo.com.cn,,4181,华菱钢铁,464,801040,000932
钢铁,0600282,10000229,南京钢铁股份有限公司,CNSESH,614526.97309999994,"025-57072073,025-57072083",www.sse.com.cn,,4182,南钢股份,464,801040,600282
传媒,1002607,80176358,中公教育科技股份有限公司,CNSESZ,616739.93889999995,010-83433677,www.cninfo.com.cn,,4183,中公教育,464,801760,002607
交通运输,1001965,80010870,招商局公路网络科技控股股份有限公司,CNSESZ,617822.77540000004,010-56529000,,,4184,招商公路,464,801170,001965
非银金融,1000415,10000687,渤海租赁股份有限公司,CNSESZ,618452.12820000004,0991-2327723,www.cninfo.com.cn,,4185,渤海租赁,464,801790,000415
交通运输,0601228,80179506,广州港股份有限公司,CNSESH,619318,020-83052510,,,4186,广州港,464,801170,601228
钢铁,0600307,10000250,甘肃酒钢集团宏兴钢铁股份有限公司,CNSESH,626335.74239999999,"0937-6715370,0937-6719802",www.sse.com.cn,,4187,酒钢宏兴,464,801040,600307
农林牧渔,1300498,80060671,温氏食品集团股份有限公司,CNSESZ,637346.38399999996,0766-2292926,www.cninfo.com.cn,,4188,温氏股份,464,801010,300498
商业贸易,1002505,80155109,湖南大康国际农业食品股份有限公司,CNSESZ,637426.10880000005,021-62430519,www.cninfo.com.cn,,4189,大康农业,464,801200,002505
交通运输,0600317,10000259,营口港务股份有限公司,CNSESH,647298.3003,0417-6268506,www.sse.com.cn,,4190,营口港,464,801170,600317
交通运输,0601298,80469851,青岛港国际股份有限公司,CNSESH,649110,"0532-82982011,0532-82982133",,,4191,青岛港,464,801170,601298
公用事业,1000883,10001152,湖北能源集团股份有限公司,CNSESZ,650744.9486,027-86606100,www.cninfo.com.cn,,4192,湖北能源,464,801160,000883
商业贸易,1000785,10001082,居然之家新零售集团股份有限公司,CNSESZ,652903.6899,"010-84098738,027-87362507",www.cninfo.com.cn,,4193,居然之家,464,801200,000785
汽车,0600166,10000129,北汽福田汽车股份有限公司,CNSESH,657519.2047,010-80716459,www.sse.com.cn,,4194,福田汽车,464,801880,600166
家用电器,0600690,10000497,海尔智家股份有限公司,CNSESH,657956.66269999999,0532-88931670,www.sse.com.cn,,4195,海尔智家,464,801110,600690
非银金融,0600369,10000296,西南证券股份有限公司,CNSESH,664510.91240000003,023-63786433,www.sse.com.cn,,4196,西南证券,464,801790,600369
非银金融,0601162,80000124,天风证券股份有限公司,CNSESH,666596.728,027-87618867,,,4197,天风证券,464,801790,601162
非银金融,0601377,80000067,兴业证券股份有限公司,CNSESH,669667.16740000003,"0591-38507869,021-38565565",www.sse.com.cn,,4198,兴业证券,464,801790,601377
交通运输,0601872,80087787,招商局能源运输股份有限公司,CNSESH,674012.01139999996,"021-68301260,00852-28597361",www.sse.com.cn,,4199,招商轮船,464,801170,601872
医药生物,1002252,80114839,上海莱士血液制品股份有限公司,CNSESZ,674078.79070000001,021-22130888,www.cninfo.com.cn,,4200,上海莱士,464,801150,002252
公用事业,0600578,10000387,北京京能电力股份有限公司,CNSESH,674673.44570000004,010-65566807,www.sse.com.cn,,4201,京能电力,464,801160,600578
化工,1002493,80152412,荣盛石化股份有限公司,CNSESZ,675035,0571-82520189,www.cninfo.com.cn,,4202,荣盛石化,464,801030,002493
化工,0600256,10000208,广汇能源股份有限公司,CNSESH,675403.27800000005,"0991-3762327,0991-3759961",www.sse.com.cn,,4203,广汇能源,464,801030,600256
传媒,1002131,80093215,利欧集团股份有限公司,CNSESZ,675480.42050000001,0576-89986666,www.cninfo.com.cn,,4204,利欧股份,464,801760,002131
计算机,0601360,80189709,三六零安全科技股份有限公司,CNSESH,676405.51670000004,010-56821816,www.sse.com.cn,,4205,三六零,464,801750,601360
计算机,0601313,80189709,三六零安全科技股份有限公司,CNSESH,676405.51670000004,010-56821816,www.sse.com.cn,,4206,江南嘉捷,464,801750,601313
采掘,0600777,10000726,山东新潮能源股份有限公司,CNSESH,680049.58250000002,010-87934800,www.sse.com.cn,,4207,新潮能源,464,801020,600777
非银金融,0601099,80050806,太平洋证券股份有限公司,CNSESH,681631.63699999999,0871-68898121,www.sse.com.cn,,4208,太平洋,464,801790,601099
机械设备,0601106,80139413,中国第一重型机械股份公司,CNSESH,685778.29269999999,"0452-6810123,0452-6805591",www.sse.com.cn,,4209,中国一重,464,801890,601106
公用事业,0600886,10000835,国投电力控股股份有限公司,CNSESH,696587.33470000001,010-88006378,www.sse.com.cn,,4210,国投电力,464,801160,600886
非银金融,0600918,80000157,中泰证券股份有限公司,CNSESH,696862.57559999998,0531-68889038,,,4211,中泰证券,464,801790,600918
非银金融,0600958,80000091,东方证券股份有限公司,CNSESH,699365.58030000003,021-63325888,"www.sse.com.cn,www.hkexnews.hk",,4212,东方证券,464,801790,600958
电子,1002475,80150802,立讯精密工业股份有限公司,CNSESZ,699678.72409999999,0769-87892475,www.cninfo.com.cn,,4213,立讯精密,464,801080,002475
房地产,1000540,10000882,中天金融集团股份有限公司,CNSESZ,700525.46790000005,0851-86988177,www.cninfo.com.cn,,4214,中天金融,464,801180,000540
家用电器,1000333,80003301,美的集团股份有限公司,CNSESZ,702587.90560000006,"0757-22607708,0757-23274957",www.cninfo.com.cn,,4215,美的集团,464,801110,000333
化工,0600346,10000279,恒力石化股份有限公司,CNSESH,703909.97860000003,0411-86641378,www.sse.com.cn,,4216,恒力石化,464,801030,600346
电子,1002600,80051006,广东领益智造股份有限公司,CNSESZ,704200.40190000006,"0750-3506077,0750-3506078",www.cninfo.com.cn,,4217,领益智造,464,801080,002600
交通运输,0601333,80026722,广深铁路股份有限公司,CNSESH,708353.69999999995,0755-25588150,"www.sse.com.cn,www.hkexnews.hk,www.gsrc.com",,4218,广深铁路,464,801170,601333
机械设备,0601399,80116268,国机重型装备集团股份有限公司,CNSESH,726826.36640000006,0838-6159209,"www.neeq.com.cn,www.neeq.cc",,4219,ST国重装,464,801890,601399
机械设备,0601268,80116268,国机重型装备集团股份有限公司,CNSESH,726826.36640000006,0838-6159209,"www.neeq.com.cn,www.neeq.cc",,4220,*ST二重,464,801890,601268
采掘,0600989,80083603,宁夏宝丰能源集团股份有限公司,CNSESH,733336,0951-5558031,,,4221,宝丰能源,464,801020,600989
公用事业,0600008,10000008,北京首创股份有限公司,CNSESH,734059.06770000001,010-68356169,www.sse.com.cn,,4222,首创股份,464,801160,600008
