报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,
预计非流动负债(万元),2523,2198,1945,1841,1489,1345,1144,1180,1133,1024,888,969,940,805,675,681,544,
长期递延收益(万元),65,68,91,94,125,128,131,135,138,141,214,216,218,221,86,88,68,
递延所得税负债(万元),,,,149,,,,,,,8,0,25,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,
非流动负债合计(万元),10548,15706,18385,14691,15917,15073,2972,3109,3162,3153,3293,3465,3293,2829,762,769,611,
负债合计(万元),261985,247883,206862,201368,176207,155401,107926,110238,101375,90121,80616,81066,77573,76311,56715,62349,57351,
实收资本(或股本)(万元),60772,60772,61067,61067,61067,61067,61067,45800,45800,45800,45800,45800,19921,19659,8686,8686,8000,
资本公积(万元),182313,181866,184652,184307,184103,183731,183731,58892,58892,58942,58917,58917,21211,18208,7251,7251,1295,
减:库存股(万元),10865,6116,9674,9674,9674,,,,,,,,,,,,,
专项储备(万元),1333,1325,1313,1312,1111,1111,1111,1111,1114,1114,1117,1117,1117,946,743,680,466,
盈余公积(万元),7756,7756,7756,7756,6270,6270,6270,6270,4421,4421,4421,1207,1207,1207,1311,1311,681,
一般风险准备(万元),,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),70119,59773,50420,46224,45362,42131,34524,32237,29042,23134,15524,16237,32041,15939,16661,14275,7049,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),311429,305377,295534,290992,288239,294310,286703,144310,139269,133411,125779,123278,75497,55959,34651,32203,17490,
少数股东权益(万元),,,,,,,,,,1556,,,,,,,,
所有者权益(或股东权益)合计(万元),311429,305377,295534,290992,288239,294310,286703,144310,139269,134967,125779,123278,75497,55959,34651,32203,17490,
负债和所有者权益(或股东权益)总计(万元),573414,553260,502396,492361,464446,449711,394629,254548,240644,225088,206395,204344,153070,132270,91366,94552,74841,		
