报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
长期递延收益(万元),1032,1039,1046,1053,1059,1066,1073,1080,1087,1094,1100,1107,450,453,455,457,467,,,,
递延所得税负债(万元),15,15,16,18,14,15,68,19,16,20,23,25,30,30,30,30,35,12,,10,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,124,124,124,
非流动负债合计(万元),1047,1054,1062,1070,1074,1081,1141,1099,1103,1113,1123,1132,480,482,485,487,502,136,124,134,
负债合计(万元),9864,11265,16315,10994,11979,15812,9464,14406,8482,8708,7667,8915,6744,8370,19513,20873,21466,24166,18388,19652,
实收资本(或股本)(万元),20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,10000,10000,10000,10000,7500,7500,7500,7500,7500,5177,
资本公积(万元),24386,24386,24386,24386,24386,24386,24386,24386,24386,24386,34386,34386,34270,34270,3948,3948,3948,3948,3948,3152,
减:库存股(万元),,,,,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,,,
盈余公积(万元),4381,4381,4381,4381,3768,3768,3768,3768,3135,3135,3135,3135,2525,2525,2525,2525,1838,1227,812,1294,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,
未分配利润(万元),11737,9852,7513,16041,14601,11711,14280,13521,12736,11365,14559,13352,12210,10725,8676,7223,8310,5919,4137,2406,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),60503,58614,56272,64797,62773,59855,62435,61675,60257,58886,62079,60872,59005,57519,22650,21197,21597,18595,16397,12029,
少数股东权益(万元),,,,,,,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),60503,58614,56272,64797,62773,59855,62435,61675,60257,58886,62079,60872,59005,57519,22650,21197,21597,18595,16397,12029,
负债和所有者权益(或股东权益)总计(万元),70367,69879,72587,75790,74753,75667,71899,76081,68739,67595,69747,69787,65749,65889,42163,42070,43062,42761,34785,31681,		
