报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
预计非流动负债(万元),837,864,864,864,608,608,608,608,,,,,,,,,,,,
长期递延收益(万元),8166,8040,7667,7497,5031,5583,5854,5142,5004,4557,4583,4438,4088,3566,4096,1990,2175,,,
递延所得税负债(万元),406,415,424,432,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,2080,1050,
非流动负债合计(万元),9410,9319,8955,8793,5639,6191,6462,5750,5004,4557,4583,4438,4088,3566,5199,4293,4175,2080,1050,
负债合计(万元),79754,85927,72066,74300,48234,43685,36217,39965,31880,28978,31992,36992,38690,37480,43791,31752,21890,13782,7284,
实收资本(或股本)(万元),23264,15509,15509,15100,14400,14400,14400,14400,14400,14400,8000,8000,8000,6000,6000,6000,6000,6000,4000,
资本公积(万元),76606,84360,84336,68436,40365,40365,40365,40365,40365,40365,46765,46765,46765,8666,8666,8679,8679,8322,5853,
减:库存股(万元),,,,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,,
盈余公积(万元),1642,1642,1642,1642,1433,1433,1433,1433,1263,1263,1263,1263,979,979,979,598,568,299,502,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,
未分配利润(万元),41185,32108,42503,42293,37035,34398,31737,30817,22047,21238,22162,23486,16338,17166,15834,9035,6097,2500,3423,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),142708,133610,143989,127470,93242,90585,87915,87007,78066,77262,78180,79507,72074,32800,31478,24313,21344,17121,13778,
少数股东权益(万元),13001,11296,12041,10990,8664,7739,6966,7020,4234,4038,4276,4443,2639,2570,2545,1887,192,,,
所有者权益(或股东权益)合计(万元),155709,144906,156030,138460,101906,98323,94880,94027,82300,81300,82456,83949,74713,35370,34023,26200,21536,17121,13778,
负债和所有者权益(或股东权益)总计(万元),235464,230833,228096,212760,150141,142008,131097,133993,114180,110278,114447,120941,113403,72850,77814,57951,43427,30903,21062,		
