报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
实收资本(或股本)(万元),20123,20123,14374,14374,14374,14374,10267,10267,10267,10267,7700,7700,7700,7700,7700,7500,5101,
资本公积(万元),39953,39953,45702,45702,45702,45702,49809,49809,49809,49809,5255,5255,5297,5297,5297,4897,757,
减:库存股(万元),,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,
盈余公积(万元),3227,3227,3227,3227,1790,1790,1790,1790,902,902,902,902,260,66,66,,303,
一般风险准备(万元),,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),40234,39620,42222,40919,41445,38884,39523,35624,35435,30751,28010,23921,16761,14726,12661,8161,7707,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),104855,103694,105753,104957,104182,100754,100128,97103,96348,92033,42581,38598,29851,26932,24849,19685,13156,
少数股东权益(万元),654,637,613,665,659,144,119,131,97,104,129,138,313,429,124,,,
所有者权益(或股东权益)合计(万元),105509,104331,106366,105622,104841,100898,100247,97234,96445,92137,42710,38735,30165,27361,24973,19685,13156,
负债和所有者权益(或股东权益)总计(万元),138940,149513,151476,151701,163246,158876,142118,137609,134505,138889,87865,80065,59542,54759,48889,43830,36801,		
