报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
国际票证结算(万元),,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),86,83,55,82,,79,75,79,97,,,,,,,,,
其他流动负债(万元),,,,,,,,,,11,,,,,,,,
流动负债合计(万元),12233,6013,7051,3631,4930,4885,3145,4253,5848,4813,3062,4244,8895,6196,6782,10016,8933,
长期借款(万元),171,185,226,226,330,258,264,295,313,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,
长期递延收益(万元),48,51,55,58,62,65,69,72,71,73,,,,,,,,
递延所得税负债(万元),,,,,,,,,,,,,,,,,2,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,
非流动负债合计(万元),219,236,281,285,392,323,333,367,384,73,0,0,0,0,0,0,2,
负债合计(万元),12452,6250,7332,3916,5322,5207,3478,4619,6232,4886,3062,4244,8895,6196,6782,10016,8935,
实收资本(或股本)(万元),8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,6000,6000,6000,6000,6000,6000,2505,
资本公积(万元),30780,30780,30780,30780,30780,30780,30780,30780,30780,30780,12462,12462,12462,12462,12462,3497,251,
减:库存股(万元),,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,
盈余公积(万元),2051,2051,2051,2051,1707,1707,1707,1707,1254,1254,1254,1254,799,799,329,859,527,
一般风险准备(万元),,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),17269,16843,15945,16056,15812,14609,14150,13683,13146,11522,10312,9796,7426,6243,2437,7585,4679,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),58161,57712,56800,56917,56320,55114,54653,54186,53196,51575,30048,29534,26701,25515,21225,17937,7961,
少数股东权益(万元),,,,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),58161,57712,56800,56917,56320,55114,54653,54186,53196,51575,30048,29534,26701,25515,21225,17937,7961,
负债和所有者权益(或股东权益)总计(万元),70613,63962,64132,60833,61642,60322,58131,58805,59428,56461,33110,33778,35596,31712,28008,27953,16896,		
