报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,
流动负债合计(万元),51161,53070,57040,67742,69321,67753,62770,62582,49890,39475,32211,37110,36664,31713,25981,14980,10153,
长期借款(万元),,,,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,
预计非流动负债(万元),368,380,486,546,735,497,564,729,451,483,606,447,287,209,219,234,135,
长期递延收益(万元),465,535,589,589,684,684,734,734,830,760,747,747,680,520,765,680,,
递延所得税负债(万元),,,,,,,,,,,,,,,,,773,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,
非流动负债合计(万元),833,915,1075,1135,1419,1181,1298,1463,1281,1243,1353,1194,967,729,984,914,908,
负债合计(万元),51994,53986,58115,68877,70740,68934,64068,64045,51171,40718,33564,38304,37631,32442,26965,15894,11061,
实收资本(或股本)(万元),16325,16325,16325,16325,16000,16000,10000,10000,10000,10000,10000,10000,7500,7500,7500,7500,7500,
资本公积(万元),6755,6560,5948,5594,3449,3449,9449,9449,9449,9449,9429,9429,2811,2982,2866,2866,374,
减:库存股(万元),2094,2094,2094,2094,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,
盈余公积(万元),1170,1170,1170,1170,1170,1170,1170,1170,762,762,762,762,488,488,359,162,216,
一般风险准备(万元),,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),15136,16576,16635,18451,16560,13757,16719,17406,13294,11243,10295,10148,8075,6162,3944,1687,3432,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),37293,38538,37985,39447,37179,34376,37338,38025,33505,31454,30486,30338,18874,17132,14669,12215,11522,
少数股东权益(万元),-129,-80,88,-9,-41,-55,,,,,154,131,109,89,,,,
所有者权益(或股东权益)合计(万元),37164,38457,38073,39438,37138,34321,37338,38025,33505,31454,30639,30469,18983,17221,14669,12215,11522,
负债和所有者权益(或股东权益)总计(万元),89158,92443,96188,108315,107879,103256,101406,102070,84675,72172,64203,68773,56614,49663,41634,28109,22583,		
