报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
货币资金(万元),4127561,4436167,4408369,4338606,4583685,4612927,4814701,6440846,4825484,4836275,4708353,4782051,4047771,3405474,3301509,3355237,2750117,2616934,2709680,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,
拆出资金(万元),111547,51005,30277,30000,125000,,,,79643,113810,,,96828,,,6119,,,1000,
交易性金融资产(万元),7409609,6752523,6739978,2071768,1636065,1193396,1119697,1042188,597318,441288,543749,441200,549962,236458,352787,330983,283149,323046,178221,
衍生金融资产(万元),2,,,,,,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,,,,,,
应收账款(万元),,,,,,,,,,,,,,,,,,,,
预付款项(万元),,,,,,,,,,,,,,,,,,,,
应收保费(万元),,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,385252,346243,306007,322194,290904,300715,301718,282878,249262,275085,267178,210018,133366,130500,132608,73489,
应收股利(万元),,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,,,,,,,,,,,,,,,,,,,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),378447,1057773,2424758,764074,910279,1049140,518994,551878,566332,582931,595876,288900,,180714,819730,335448,278312,657630,152900,
存货(万元),,,,,,,,,,,,,,,,,,,,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),,,,,,,,,,,,,,,,,,,,
流动资产合计(万元),,,,,,,,,,,,,,,,,,,,
发放贷款及垫款(万元),24328029,22685731,21101961,19712216,18925849,17200536,15904693,14952463,14374902,13624783,12429774,11497212,11525857,11259053,9114117,7152612,6337151,5693359,4757031,
可供出售金融资产(万元),,,,3601776,3830584,3885925,3374487,2474273,2601138,1930482,1909825,2432882,2129894,3340949,2199359,1619887,972006,647359,524557,
持有至到期投资(万元),19785362,19682081,18905185,9405152,8164265,7704587,7083731,6960937,6462080,6092923,5282770,4734812,4176379,4205508,3478512,2267178,2338259,2437878,1659134,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,375,,,401,375,375,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,236406,,232301,,,219635,217094,,,,110285,,,97269,,,83658,72160,
累计折旧(万元),,102360,,93457,,,85047,80359,,,,69902,,,58076,,,48913,42737,
固定资产净值(万元),,134045,,138844,,,134588,136735,,,,40383,,,39192,,,34745,29423,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,
固定资产(万元),150284,134045,151579,138844,153089,149744,134588,136735,134847,128438,127152,40383,121370,111051,39192,46635,39270,34745,29423,
在建工程(万元),,14083,,14325,,,15242,14018,,,,81569,,,7921,,,5685,2832,
工程物资(万元),,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,
无形资产(万元),42316,43661,42378,44084,35911,36230,36364,36144,25716,25843,25858,25882,24174,24162,23665,5613,5042,3943,3651,
开发支出(万元),,,,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),232613,212705,189141,172021,124693,142306,141614,137850,125559,96813,106251,98228,87496,37751,41370,9105,,11312,3094,
其他非流动资产(万元),116619,102730,121022,105085,115750,108239,207015,110309,85420,69120,80843,67720,37671,60797,35602,80473,,117228,102049,
非流动资产合计(万元),,,,,,,,,,,,,,,,,,,,
资产总计(万元),59191335,57810585,57164137,52662969,51762238,48755482,46774858,47054409,44758469,43709720,40276567,38350545,36734923,36287752,28536618,21607330,19411500,19336036,16259567,
短期借款(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款(万元),446323,702132,816038,1055000,920000,715000,815000,865000,465000,270000,115000,310000,100000,127000,127000,54000,17000,16900,7500,
吸收存款及同业存放(万元),39291668,38644538,40389858,35961589,35617658,35170675,32815814,35066407,32018021,31982909,30857089,29028470,26924525,25317389,22815069,17462216,16185184,16323687,13881909,
拆入资金(万元),859291,764466,143520,203376,88990,206166,715610,480000,263051,,,0,116862,99468,64936,431814,202278,59755,,
交易性金融负债(万元),,65727,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),2,,,,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,,,,
应付账款(万元),,,,,,,,,,,,,,,,,,,,
预收账款(万元),,,,,,,,,,,,,,,,,,,,
卖出回购金融资产款(万元),2318151,2089836,321405,1062240,1472660,712900,1864650,1643996,2673616,2469890,1137590,1057200,1145970,2128340,1402650,1335114,1297283,1161617,1256327,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),79583,77809,78915,89947,72567,48977,64149,75135,57314,27704,44483,54178,31545,15671,35475,14284,12318,13988,14933,
应交税费(万元),116500,84658,99994,96936,67205,75720,85330,53538,89069,31408,91624,92819,109549,24332,72571,101013,62544,92041,62609,
应付利息(万元),,,,437240,405553,390370,382347,345531,336391,323952,330102,286968,284331,274347,232205,176164,175529,132117,94443,
应付股利(万元),,,,,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,
