报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
其他应付款(万元),,4044,,4117,,322,133,177,147,174,258,105,816,569,1350,1483,553,
预提费用(万元),,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),1200,1200,1200,1200,,,,,,,,,,,,,5000,
其他流动负债(万元),,,,,,,,,,,,,,,129,,,
流动负债合计(万元),57308,62952,53847,51191,30860,25836,26514,23468,19269,24035,44296,45908,46441,52678,55584,51133,52037,
长期借款(万元),8800,8800,8800,8801,2,3,4,4,5,6,5007,7,10,10,13,18,0,
应付债券(万元),,,,,,,,,,,,,,,,,,
长期应付款(万元),,963,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,
长期递延收益(万元),1417,1257,1202,1205,673,263,275,287,,76,,84,52,0,0,60,60,
递延所得税负债(万元),347,360,368,378,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,72,,84,,,,,,,
非流动负债合计(万元),11282,11380,10703,10384,675,266,279,292,77,82,5091,91,62,10,13,78,60,
负债合计(万元),68590,74332,64550,61575,31534,26101,26793,23759,19345,24117,49387,45999,46503,52689,55597,51210,52097,
实收资本(或股本)(万元),14560,14560,10400,10400,10400,10400,8000,8000,8000,8000,6000,6000,6000,6000,6000,6000,6000,
资本公积(万元),53811,53811,57971,57971,57971,57971,60371,60371,60174,60174,13765,13765,13765,13765,13765,13765,13765,
减:库存股(万元),,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,
盈余公积(万元),1682,1682,1682,1682,997,997,997,997,818,818,818,818,818,818,818,703,639,
一般风险准备(万元),,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),46910,42322,42410,40117,37662,34090,33811,31120,28587,27031,25273,23431,14959,12464,10115,7040,5687,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,31,,,,,,,
归属于母公司股东权益合计(万元),116948,112351,112471,110144,106984,103455,103164,100465,97572,96025,45886,44049,35577,33084,30720,27524,26106,
少数股东权益(万元),5731,5745,5504,5747,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),122680,118096,117975,115891,106984,103455,103164,100465,97572,96025,45886,44049,35577,33084,30720,27524,26106,
负债和所有者权益(或股东权益)总计(万元),191270,192428,182525,177466,138519,129556,129957,124224,116918,120142,95273,90048,82080,85772,86317,78735,78203,		
