报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
递延所得税负债(万元),59,59,54,54,44,44,35,35,28,28,21,21,26,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,450,,
非流动负债合计(万元),59,321,416,481,511,639,666,684,3785,3903,3572,10661,3743,3141,320,410,450,0,
负债合计(万元),19605,19467,15295,20920,13436,12508,9048,14144,15485,12980,12087,23275,13397,11763,8797,8374,8988,6220,
实收资本(或股本)(万元),22109,22015,22026,21600,21600,21600,21600,21600,21600,21600,10800,10800,8100,8100,8100,8100,8100,2112,
资本公积(万元),20105,19413,19222,17764,17764,17764,17764,17764,17764,17764,28564,28564,1172,1172,1172,1172,1172,394,
减:库存股(万元),2158,1615,1658,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,
盈余公积(万元),3069,3069,3069,3069,2999,2999,2999,2999,2793,2793,2793,2793,2109,2109,1501,1081,446,657,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,
未分配利润(万元),24933,23464,21621,22393,22106,21327,21840,22714,23313,22848,23424,22495,19262,18779,13360,9672,4008,5914,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),68058,66345,64279,64823,64467,63687,64200,65074,65468,65005,65582,64653,30643,30160,24133,20025,13726,9077,
少数股东权益(万元),,,,,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),68058,66345,64279,64823,64467,63687,64200,65074,65468,65005,65582,64653,30643,30160,24133,20025,13726,9077,
负债和所有者权益(或股东权益)总计(万元),87664,85812,79573,85743,77903,76195,73248,79218,80953,77984,77669,87928,44040,41923,32930,28399,22714,15297,		
