报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
其他应付款(万元),,9771,,617,2543,2301,1997,493,466,753,667,310,335,144,54,53,80,120,63,
预提费用(万元),,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),3910,5031,5941,7647,7547,7279,4109,600,,,,,,,,,,,,
其他流动负债(万元),,,4500,2500,,,,,,,,,,,,,,,,
流动负债合计(万元),91589,99723,125875,90842,90316,80191,85792,92467,80041,71656,35499,34235,26136,20133,21648,15492,18200,24687,12899,
长期借款(万元),12480,13080,13198,2200,2350,3221,6391,3100,3700,4000,2000,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,,,
长期应付款(万元),,890,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),30,30,30,,,,,,,,,,,,,,,,,
长期递延收益(万元),,75,50,50,70,100,150,150,150,150,150,150,150,300,625,723,693,553,438,
递延所得税负债(万元),27,33,38,,,,,,,,,,,,,,,,,
其他非流动负债(万元),75,,,,,,,,,,,,,,,,,,,
非流动负债合计(万元),13436,14108,13775,2250,2420,3321,6541,3250,3850,4150,2150,150,150,300,625,723,693,553,438,
负债合计(万元),105026,113831,139650,93092,92736,83511,92333,95717,83891,75806,37649,34385,26286,20433,22273,16215,18893,25240,13337,
实收资本(或股本)(万元),27519,27519,14547,10250,10250,10250,10250,10250,10250,10250,10250,7680,7680,7680,7680,7680,7680,7680,7680,
资本公积(万元),178855,178855,149644,12128,12128,12128,12128,12128,12128,12128,12128,6369,6369,6369,6369,6369,6369,6369,6369,
减:库存股(万元),,,,,,,,,,,,,,,,,,,,
专项储备(万元),574,574,574,574,575,580,584,584,584,584,589,589,589,589,589,589,589,581,608,
盈余公积(万元),2065,2065,2065,2065,2114,1760,1760,1760,1522,1522,1376,1376,1021,1021,1021,761,761,602,250,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,
未分配利润(万元),28594,23783,23781,20792,20239,17300,17430,17986,16070,13838,11123,10743,9189,9083,7551,5397,5211,3725,426,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),237606,232795,190611,45808,45306,42019,42153,42709,40555,38322,35466,26758,24848,24742,23210,20796,20611,18958,15334,
少数股东权益(万元),32,145,-96,,,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),237638,232940,190515,45808,45306,42019,42153,42709,40555,38322,35466,26758,24848,24742,23210,20796,20611,18958,15334,
负债和所有者权益(或股东权益)总计(万元),342664,346771,330165,138900,138042,125530,134485,138426,124446,114128,73115,61142,51134,45175,45484,37012,39504,44198,28671,		
