报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),1096608,1316571,1114991,1272497,1245284,1139975,1200574,1173364,1124650,1155444,1102986,1285137,1172053,1134943,1114517,1007876,1098380,1175395,1031972,945500,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),297849,171744,375014,215983,120034,129181,106200,99007,92476,102325,84164,54109,38731,36472,6494,6114,,,,81792,
交易性金融资产(万元),527407,440154,556538,30519,5059,20188,30638,8645,64129,11805,3685,,7072,,,,,,,,
衍生金融资产(万元),104,157,112,43,,,,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,,,,,,,
应收账款(万元),,,,,,,,,,,,,,,,,,,,,
预付款项(万元),,,,,,,,,,,,,,,,,,,,,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,57106,61980,58674,52207,45087,38193,30132,31493,29922,26543,33572,28053,31647,30834,29117,26751,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,,,,,,,,,,,,,,,,,,,,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),780607,623974,814779,618068,667029,570969,680755,561918,139960,74450,0,10000,39950,,113387,,,9500,,69800,
存货(万元),,,,,,,,,,,,,,,,,,,,,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),,,,,,,,,,,,,,,,,,,,,
流动资产合计(万元),,,,,,,,,,,,,,,,,,,,,
发放贷款及垫款(万元),6522866,6105128,5999286,5745357,5566144,5157664,4915055,4746270,4674785,4607196,4525168,4392675,4347407,4217168,3955048,3751037,3668432,3274844,2914597,2533392,
