报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
其他流动负债(万元),15066,14830,13017,13367,9860,8324,8132,7332,2723,4054,2271,1977,,,,,,,,,
流动负债合计(万元),436422,412721,353435,360583,317041,319871,284097,227574,201753,207912,194055,231388,234473,221746,167796,188535,189268,161421,103924,75575,
长期借款(万元),63772,50832,52370,34860,40300,34946,42306,28750,41200,15200,7700,7700,8200,1800,1850,1850,2340,700,3400,8600,
应付债券(万元),,,,,,,,,,,,,,,,,,,,,
长期应付款(万元),,2327,,4451,4659,5000,,,,,,,,,,,,,,9,
专项应付款(万元),,,,,,,3,14,28,39,57,68,80,82,93,100,120,42,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,,,
长期递延收益(万元),2108,2076,2048,2048,2853,2911,2989,215,190,190,70,70,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,,,,
非流动负债合计(万元),67130,55235,57853,41359,47812,42857,45298,28979,41418,15429,7827,7838,8280,1882,1943,1950,2460,742,3400,8609,
负债合计(万元),503552,467957,411287,401943,364854,362728,329396,256553,243171,223341,201882,239226,242753,223629,169739,190485,191728,162163,107324,84184,
实收资本(或股本)(万元),56000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,30030,30030,30030,18300,18300,18300,18300,
资本公积(万元),22902,38968,39669,39669,39669,39599,37026,37006,37006,37006,37006,37006,37006,1976,1976,1976,10885,10885,10885,10885,
减:库存股(万元),,,,,,,,,,,,,,,,,,,,,
专项储备(万元),7719,7986,,7114,7650,7481,7374,4149,4096,3996,4028,3898,4339,4314,4417,4327,4104,3627,2747,1732,
盈余公积(万元),3512,3512,3512,3512,3183,3183,3183,3183,3153,3153,3153,3153,3043,2980,2892,2892,2146,1361,227,170,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,
未分配利润(万元),47584,46300,43112,43486,41895,41043,43341,41309,39163,38334,36613,38009,35364,32812,29052,30556,27114,17424,10353,4929,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),137716,136767,133814,133781,132397,131307,130925,125648,123418,122490,120799,122066,119752,72112,68368,69782,62549,51596,42512,36016,
少数股东权益(万元),18762,18334,20989,18861,15766,15686,12879,2684,,,,,,,,,,,,3602,
所有者权益(或股东权益)合计(万元),156478,155101,154803,152642,148164,146994,143804,128332,123418,122490,120799,122066,119752,72112,68368,69782,62549,51596,42512,39618,
负债和所有者权益(或股东权益)总计(万元),660030,623057,566090,554584,513017,509722,473200,384885,366589,345831,322682,361293,362506,295741,238106,260267,254278,213759,149835,123802,		
