报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
盈余公积(万元),6879,6879,6879,6879,4512,4512,4512,4512,2549,2549,2549,2549,1134,145,145,790,135,
一般风险准备(万元),,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),56363,51862,52113,43613,39042,34074,33653,26999,23361,18523,19653,15563,9642,3075,925,5015,1222,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),148379,143698,143360,134536,127273,121993,121177,114347,108727,36968,38099,34009,26650,18354,16203,8406,3958,
少数股东权益(万元),5179,4622,4128,3782,2694,940,457,426,370,384,282,287,210,285,316,,105,
所有者权益(或股东权益)合计(万元),153558,148320,147488,138318,129967,122933,121634,114774,109097,37352,38380,34296,26860,18639,16519,8406,4063,
负债和所有者权益(或股东权益)总计(万元),172386,170085,166906,157041,144583,135773,133548,126661,117587,44597,45076,43409,32808,21183,20645,15449,8978,		
