报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
非流动负债合计(万元),9697,8096,9634,9133,11120,9023,5120,5120,0,6,0,0,0,0,42,42,162,120,550,
负债合计(万元),42273,40668,36681,33852,28837,28314,22818,20605,9004,4544,7663,11109,8946,7411,6675,7330,7049,4885,2939,
实收资本(或股本)(万元),10920,10920,7800,7800,7800,7800,6000,6000,6000,6000,6000,4500,4500,4500,4500,4500,4500,1248,1248,
资本公积(万元),32570,34147,37267,37267,37267,37267,39067,39067,39067,39067,39067,17654,17654,17654,17654,17654,17654,6870,6870,
减:库存股(万元),,,,,,,,,,,,,,,,,,,,
专项储备(万元),8,8,8,8,8,7,7,7,5,5,5,4,4,3,2,1,,,,
盈余公积(万元),2377,2377,2377,2377,1934,1934,1934,1934,1564,1564,1564,1564,1002,1002,522,147,147,1205,863,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,
未分配利润(万元),14880,14435,15539,15107,15174,13934,14139,13580,12520,11753,12963,12532,10438,7735,3187,2208,-299,9383,6725,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),60758,61890,62994,62562,62183,60944,61149,60590,59158,58392,59602,36258,33599,30894,25865,24510,22002,18707,15708,
少数股东权益(万元),564,1391,1425,1382,1290,1302,1235,1181,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),61322,63281,64419,63944,63473,62246,62384,61771,59158,58392,59602,36258,33599,30894,25865,24510,22002,18707,15708,
负债和所有者权益(或股东权益)总计(万元),103595,103948,101100,97796,92310,90560,85202,82375,68162,62935,67264,47367,42545,38306,32540,31839,29050,23591,18646,		
