报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-09-30,2014-03-31,2013-12-31,2013-03-31,2012-12-31,2012-09-30,
货币资金(万元),2977881,3460010,2688780,2955443,3007766,2709781,2821492,2269800,2296392,1994855,1992030,2198929,2155155,2360959,2234402,,2087066,,2007173,1508389,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),492187,458821,472343,411046,369534,288273,399620,61921,,126170,110814,,135706,115649,204584,,70000,,106265,200000,
交易性金融资产(万元),2320656,2733362,2380042,2236182,2675907,17908,,32032,,19286,29760,,29304,19020,31103,,18450,,28375,28797,
衍生金融资产(万元),130,32,14,,1512,,194,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,,,,,,,
应收账款(万元),,,,,,,,,,,,,,,,,,,,,
预付款项(万元),,,,,,,,,,,,,,,,,,,,,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,215745,203921,,159787,,117887,109055,,104521,93727,94948,,70820,,61292,59955,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,,,,,,,,,,,,,,,,,,,,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),109827,,89982,30026,272355,358420,2479338,395721,,,251698,286872,101550,269763,700728,,820788,960100,585721,780392,
存货(万元),,,,,,,,,,,,,,,,,,,,,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),,,,,,,,,,,,,,,,,,,,,
流动资产合计(万元),,,,,,,,,,,,,,,,,,,,,
发放贷款及垫款(万元),15719668,14334358,13549062,12336689,10431096,9551468,9207908,8486485,8413871,7874922,7065522,6660506,6813615,6124834,5973846,,5410593,,4449560,4096712,
可供出售金融资产(万元),,,,,,7908656,4211367,5841067,2734190,2253822,1712079,1572674,1060135,1412254,1287723,,607687,,946227,936428,
持有至到期投资(万元),,,,,,3864493,3279721,3132470,2439498,2337596,2257528,2328670,2172867,1972143,1990512,,1890599,,1336290,1356607,
长期应收款(万元),883956,880042,856650,776670,605886,407640,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,2325,,,,2325,2325,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,367487,,365101,353356,349889,,176934,,,148776,,,,,,,,89988,,
累计折旧(万元),,79551,,73686,68243,62014,,54785,,,46661,,,,,,,,29297,,
