报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
预计非流动负债(万元),,,,,,,,,,,,,,,16,,,
长期递延收益(万元),9402,9587,9772,9957,10129,10302,10331,10504,13901,13835,13835,14180,14526,13235,10612,10902,,
递延所得税负债(万元),,,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,11363,
非流动负债合计(万元),9402,9587,9772,9957,10129,10302,10331,10504,13901,13835,13835,14180,18526,17235,18647,22979,26363,
负债合计(万元),65557,34020,39101,38858,29752,32028,36324,40932,54975,53814,79596,102627,136127,143869,78399,76668,68175,
实收资本(或股本)(万元),23415,23415,23415,23415,23415,23415,23415,23415,23415,23415,23415,23415,17545,17545,17545,17545,17545,
资本公积(万元),149814,149720,149626,149534,149466,149351,149319,149319,149319,149319,149319,149319,40562,40562,40562,40562,40562,
减:库存股(万元),10014,7593,3649,,,,,,,,,,,,,,,
专项储备(万元),7,,32,1,20,45,37,,62,82,36,,,,,,,
盈余公积(万元),5241,5241,5241,5241,4067,4067,4067,4067,3551,3551,3551,3551,3375,3375,2141,591,,
一般风险准备(万元),,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),63741,62820,62480,62105,59613,56237,62163,66076,63272,65032,64915,62631,49566,39505,18818,5896,-1265,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),232261,233602,237100,240291,236570,233068,238889,242814,239577,241386,241242,238921,111051,100989,79065,64593,56841,
少数股东权益(万元),,,,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),232261,233602,237100,240291,236570,233068,238889,242814,239577,241386,241242,238921,111051,100989,79065,64593,56841,
负债和所有者权益(或股东权益)总计(万元),297818,267623,276201,279150,266322,265096,275213,283746,294552,295200,320837,341549,247178,244858,157464,141261,125016,		
