date,volume,open,high,low,close,ma5,ma10,ma20,ma30,pe,market_capital,chg,percent,turnoverrate,amount,volume_post,amount_post,timestamp
20200310,177009,10.6886,12.8277,10.6886,12.8277,,,,,27.3516,2731975145.0,3.9196,44.0,0.47,3205290.0,,,1583769600000
20200311,32676,14.1084,14.1084,14.1084,14.1084,,,,,30.0823,3004723075.0,1.2802,9.98,0.09,655154.0,,,1583856000000
20200312,64542,15.5227,15.5227,15.5227,15.5227,,,,,33.098,3305944690.0,1.4137,10.02,0.17,1423797.0,,,1583942400000
20200313,258101,17.0778,17.0778,17.0778,17.0778,,,,,36.4138,3637138605.0,1.5553,10.02,0.69,6264111.0,,,1584028800000
20200316,207232,18.7877,18.7877,18.7877,18.7877,15.6649,,,,40.0597,4001302050.0,1.7095,10.01,0.55,5533094.0,,,1584288000000
20200317,463641,20.6665,20.6665,20.6665,20.6665,17.2326,,,,44.0656,4401432255.0,1.8788,10.0,1.24,13617136.0,,,1584374400000
20200318,860470,22.7353,22.7353,22.7353,22.7353,18.958,,,,48.4767,4842025065.0,2.0687,10.01,2.3,27801786.0,,,1584460800000
20200319,20464964,21.1098,21.8135,20.4624,20.4624,19.9459,,,,43.6305,4357972420.0,-2.2736,-10.0,54.62,602965885.0,,,1584547200000
20200320,18286904,19.421,19.5899,18.4148,18.464,20.2232,,,,39.3695,3932365760.0,-1.9993,-9.77,48.8,488904600.0,,,1584633600000
20200323,13358702,17.3593,17.4789,16.6205,16.6768,19.801,17.7329,,,35.5586,3551717550.0,-1.7873,-9.68,35.65,322223284.0,,,1584892800000
20200324,15153961,17.0497,17.7041,16.2757,17.4789,19.1635,18.1981,,,37.269,3722559660.0,0.8022,4.81,40.44,366858943.0,,,1584979200000
20200325,14162437,17.3804,17.9293,17.0286,17.3241,18.0812,18.5196,,,36.9389,3689590130.0,-0.1556,-0.89,37.8,353085582.0,,,1585065600000
20200326,11831388,16.8316,16.8386,15.8464,15.8887,17.1665,18.5562,,,33.8782,3383872670.0,-1.4362,-8.29,31.58,275442564.0,,,1585152000000
20200327,7624487,16.0857,16.1631,15.6283,15.7409,16.6219,18.4225,,,33.5631,3352401755.0,-0.1478,-0.93,20.35,172162015.0,,,1585238400000
20200330,13229184,16.156,17.3171,15.9098,17.3171,16.7499,18.2755,,,36.9239,3688091515.0,1.5757,10.01,35.31,317523429.0,,,1585497600000
20200331,21945651,17.5915,18.83,17.1764,17.5634,16.7668,17.9652,,,38.8721,3740543040.0,0.2459,1.42,58.57,556989299.0,,,1585584000000
20200401,15312794,17.5,17.9433,16.3249,16.6064,16.6233,17.3523,,,36.7541,3536731400.0,-0.9572,-5.45,40.87,371646819.0,,,1585670400000
20200402,12313933,15.6916,16.6697,15.6916,16.6627,16.7781,16.9723,,,36.8786,3548720320.0,0.0565,0.34,32.86,280592533.0,,,1585756800000
20200403,8700727,16.3249,16.5008,15.8324,15.8746,16.8048,16.7134,,,35.1344,3380875440.0,-0.7881,-4.73,23.22,199128839.0,,,1585843200000
20200407,12172592,16.0435,17.1693,15.8816,16.7471,16.6908,16.7204,17.2267,,37.0655,3566703700.0,0.8731,5.5,32.49,282380060.0,,,1586188800000
20200408,7783312,16.2686,16.4586,15.9731,16.1068,16.3995,16.5832,17.3906,,35.6483,3430329735.0,-0.6397,-3.82,20.77,179191920.0,,,1586275200000
20200409,5532968,16.1631,16.3883,15.9661,15.9942,16.2771,16.4502,17.4849,,35.3991,3406351895.0,-0.1127,-0.7,14.77,126677241.0,,,1586361600000
20200410,8417308,16.0083,16.3601,14.8754,15.1287,15.9703,16.3742,17.4652,,33.4836,3222022250.0,-0.8653,-5.41,22.46,187436423.0,,,1586448000000
20200413,5982170,14.7909,14.7909,14.3265,14.3617,15.6677,16.2363,17.3294,,31.786,3058673215.0,-0.767,-5.07,15.97,123471814.0,,,1586707200000
20200414,4917284,14.5447,14.9176,14.4954,14.6502,15.2483,15.9696,17.1225,,32.4246,3120116430.0,0.2887,2.01,13.12,102631068.0,,,1586793600000
20200415,4231110,14.805,14.8332,14.3828,14.4461,14.9162,15.6579,16.8115,,31.9729,3076656595.0,-0.2036,-1.39,11.29,87436926.0,,,1586880000000
20200416,3667213,14.4743,14.7698,14.3617,14.4884,14.615,15.446,16.3992,,32.0664,3085648285.0,0.0419,0.29,9.79,75809482.0,,,1586966400000
20200417,4840085,14.5095,14.7276,14.3617,14.5024,14.4898,15.23,16.1012,,32.0975,3088645515.0,0.0145,0.1,12.92,100210455.0,,,1587052800000
20200420,4408419,14.425,14.5165,14.1084,14.2491,14.4672,15.0675,15.8904,,31.5368,3034695375.0,-0.2538,-1.75,11.77,89127668.0,,,1587312000000
20200421,6339433,14.2139,14.7628,13.9325,14.601,14.4574,14.8529,15.7866,16.4354,32.3155,3109626125.0,0.352,2.47,16.92,129261330.0,,,1587398400000
20200422,3698024,14.3265,14.5165,14.2562,14.3828,14.4447,14.6805,15.6318,16.4872,31.8327,3063169060.0,-0.2175,-1.49,9.87,75503031.0,,,1587484800000
20200423,3188894,14.4743,14.5306,14.221,14.3265,14.4124,14.5137,15.4819,16.4945,31.7082,3051180140.0,-0.0561,-0.39,8.51,65090509.0,,,1587571200000
20200424,4620651,14.3969,14.4884,13.6299,13.7917,14.2702,14.38,15.3771,16.4368,30.5246,2937285400.0,-0.5344,-3.73,12.33,92011963.0,,,1587657600000
20200427,2597912,13.7284,13.9677,13.5244,13.5384,14.1281,14.2977,15.267,16.3188,29.9639,2883335260.0,-0.2538,-1.84,6.93,50723946.0,,,1587916800000
20200428,4662065,13.4047,13.4329,12.2367,12.6518,13.7382,14.0978,15.0337,16.1143,28.0016,2694509770.0,-0.8868,-6.55,12.44,84555474.0,,,1588003200000
20200429,3926812,12.8066,13.1936,12.6659,12.9755,13.4568,13.9508,14.8043,15.8579,28.718,2763446060.0,0.3239,2.56,10.48,72508968.0,,,1588089600000
20200430,4045212,13.2499,13.7214,13.0036,13.2781,13.2471,13.8297,14.6379,15.5427,29.3877,2827886505.0,0.3023,2.33,10.8,76609289.0,,,1588176000000
20200506,3746880,13.271,13.651,13.2007,13.6018,13.2091,13.7397,14.4848,15.314,30.1041,2896822795.0,0.324,2.44,10.0,71718060.0,,,1588694400000
20200507,5920272,13.6018,14.2562,13.4821,14.0943,13.3203,13.7242,14.3958,15.1683,31.1942,3001725845.0,0.4924,3.62,15.8,117402767.0,,,1588780800000
20200508,4995233,13.9817,14.2913,13.9395,14.1999,13.6299,13.6841,14.2685,15.0858,31.4278,3024205070.0,0.1057,0.75,13.33,100081258.0,,,1588867200000
20200511,8605473,14.25,15.5643,14.0786,14.8357,14.002,13.7294,14.2049,14.9977,32.3467,3112623355.0,0.6361,4.48,22.97,178760042.0,,,1589126400000
20200512,8958979,14.8857,15.4429,14.4643,15.2357,14.3935,13.8203,14.167,14.9281,33.2188,3196545795.0,0.4005,2.7,23.91,187894771.0,,,1589212800000
20200513,6183251,15.0643,15.0786,14.6429,14.7071,14.6145,13.9118,14.1459,14.8887,32.0664,3085648285.0,-0.5287,-3.47,16.5,128297850.0,,,1589299200000
20200514,4978814,14.5714,15.0357,14.4643,14.8357,14.7628,14.0416,14.1696,14.8585,32.3467,3112623355.0,0.128,0.87,13.29,103079454.0,,,1589385600000
20200515,4128457,14.85,14.9786,14.5357,14.5714,14.8371,14.2335,14.1657,14.767,31.7705,3057174600.0,-0.2641,-1.78,11.02,85436490.0,,,1589472000000
20200518,9404572,14.4286,15.8214,14.3714,15.3643,14.9428,14.4724,14.2116,14.6937,33.4991,3223520865.0,0.7927,5.44,25.1,200972561.0,,,1589731200000
20200519,9127733,15.3286,16.1286,15.1929,15.7286,15.0414,14.7174,14.2736,14.6644,34.2934,3299950230.0,0.3641,2.37,24.36,202037827.0,,,1589817600000
20200520,7119525,15.9857,15.9857,14.9214,15.1714,15.1343,14.8744,14.307,14.6147,33.0786,3183058260.0,-0.5568,-3.54,19.0,152919361.0,,,1589904000000
20200521,5199735,15.1929,15.6357,14.7286,15.0143,15.17,14.9664,14.3453,14.586,32.736,3150088730.0,-0.1578,-1.04,13.88,110400000.0,,,1589990400000
20200522,6971929,14.85,16.5143,14.6357,16.5143,15.5586,15.1978,14.441,14.5783,36.0065,3464797880.0,1.4999,9.99,18.61,154425846.0,,,1590076800000
20200525,18868984,17.1429,18.1643,16.2357,16.3786,15.7614,15.3521,14.5408,14.5873,35.7106,3436324195.0,-0.1354,-0.82,50.36,459162191.0,,,1590336000000
20200526,12803439,14.9071,16.2286,14.9071,16.0714,15.83,15.4357,14.628,14.5899,35.0409,3371883750.0,-0.3079,-1.88,34.17,280585642.0,,,1590422400000
20200527,9675825,15.8571,16.7143,15.4071,15.5857,15.9129,15.5236,14.7177,14.6051,33.9819,3269977930.0,-0.4853,-3.02,25.82,216650380.0,,,1590508800000
