date,volume,open,high,low,close,ma5,ma10,ma20,ma30,pe,market_capital,chg,percent,turnoverrate,amount,volume_post,amount_post,timestamp
20200901,241457,38.22,45.86,38.22,45.86,,,,,37.9094,7133981600.0,14.01,43.99,0.62,11054118.0,,,1598889600000
20200902,835286,50.45,50.45,50.45,50.45,,,,,41.7036,7848002000.0,4.59,10.01,2.15,42140179.0,,,1598976000000
20200903,3165900,49.0,49.0,45.41,45.41,,,,,37.5374,7063979600.0,-5.04,-9.99,8.14,148127805.0,,,1599062400000
20200904,1069400,40.87,40.87,40.87,40.87,,,,,33.7845,6357737200.0,-4.54,-10.0,2.75,43706378.0,,,1599148800000
20200907,13301847,39.0,42.33,38.01,38.64,44.246,,,,31.9411,6010838400.0,-2.23,-5.46,34.2,521074466.0,,,1599408000000
20200908,11410649,36.5,36.97,34.8,34.84,42.042,,,,28.7999,5419710400.0,-3.8,-9.83,29.34,406769146.0,,,1599494400000
20200909,7992370,33.75,33.75,32.63,32.73,38.498,,,,27.0557,5091478800.0,-2.11,-6.06,20.55,264608370.0,,,1599580800000
20200910,6163474,33.1,33.25,31.6,31.65,35.746,,,,26.1629,4923474000.0,-1.08,-3.3,15.85,198648762.0,,,1599667200000
20200911,5271798,31.21,32.76,31.21,32.4,34.052,,,,26.7829,5040144000.0,0.75,2.37,13.56,169686341.0,,,1599753600000
20200914,3888207,32.6,32.62,31.9,32.13,32.75,38.498,,,26.5597,4998142800.0,-0.27,-0.83,10.0,124979664.0,,,1600012800000
20200915,5039334,32.07,33.3,31.73,33.03,32.388,37.215,,,27.3037,5138146800.0,0.9,2.8,12.96,164562287.0,,,1600099200000
20200916,8588661,33.0,35.69,33.0,34.82,32.806,35.652,,,28.7834,5416599200.0,1.79,5.42,22.08,297264254.0,,,1600185600000
20200917,6952518,34.01,35.56,33.64,34.43,33.362,34.554,,,28.461,5355930800.0,-0.39,-1.12,17.88,241433139.0,,,1600272000000
20200918,6182316,34.31,36.09,34.31,34.97,33.876,33.964,,,28.9074,5439933200.0,0.54,1.57,15.9,218045921.0,,,1600358400000
20200921,8523200,35.05,36.88,34.73,36.8,34.81,33.78,,,30.4201,5724608000.0,1.83,5.23,21.92,305020304.0,,,1600617600000
20200922,4955725,36.1,36.45,34.82,35.13,35.23,33.809,,,29.0396,5464822800.0,-1.67,-4.54,12.74,177282275.0,,,1600704000000
20200923,3818419,35.1,35.95,34.62,34.88,35.242,34.024,,,28.833,5425932800.0,-0.25,-0.71,9.82,134418426.0,,,1600790400000
20200924,3739596,34.55,34.8,33.28,33.76,35.108,34.235,,,27.9071,5251705600.0,-1.12,-3.21,9.62,126888481.0,,,1600876800000
20200925,2803402,33.94,34.2,33.02,33.19,34.752,34.314,,,27.436,5163036400.0,-0.57,-1.69,7.21,94020672.0,,,1600963200000
20200928,2598431,33.3,33.4,32.11,32.71,33.934,34.372,36.435,,27.0392,5088367600.0,-0.48,-1.45,6.68,84982975.0,,,1601222400000
20200929,1802562,32.93,33.47,32.83,33.03,33.514,34.372,35.7935,,27.3037,5138146800.0,0.32,0.98,4.64,59844521.0,,,1601308800000
20200930,1388722,33.08,33.33,32.5,32.84,33.106,34.174,34.913,,27.147,5108590400.0,-0.19,-0.58,3.57,45695133.0,,,1601395200000
20201009,2451705,33.07,34.15,33.07,34.0,33.154,34.131,34.3425,,28.1055,5289040000.0,1.16,3.53,6.3,82595495.0,,,1602172800000
20201012,7713079,34.12,37.4,34.12,37.4,33.996,34.374,34.169,,30.9161,5817944000.0,3.4,10.0,19.83,279449510.0,,,1602432000000
20201013,7636723,37.08,38.49,36.66,37.4,34.934,34.434,34.107,,30.9161,5817944000.0,0.0,0.0,19.64,287719318.0,,,1602518400000
20201014,4035916,37.6,38.3,36.99,38.0,35.928,34.721,34.265,,31.4121,5911280000.0,0.6,1.6,10.38,152681384.0,,,1602604800000
20201015,2948984,37.8,38.75,36.95,36.97,36.754,34.93,34.477,,30.5606,5751053200.0,-1.03,-2.71,7.58,111549000.0,,,1602691200000
20201016,3691174,37.27,37.5,35.06,35.73,37.1,35.127,34.681,,29.5356,5558158800.0,-1.24,-3.35,9.49,132004998.0,,,1602777600000
20201019,2466388,35.69,36.8,35.42,36.12,36.844,35.42,34.867,,29.858,5618827200.0,0.39,1.09,6.34,89140201.0,,,1603036800000
20201020,2288866,35.91,36.58,35.21,36.47,36.658,35.796,35.084,36.222,30.1473,5673273200.0,0.35,0.97,5.89,82628788.0,,,1603123200000
20201021,3481254,36.26,37.77,36.11,37.55,36.568,36.248,35.31,35.945,35.2569,5841278000.0,1.08,2.96,8.95,129016556.0,,,1603209600000
20201022,3358129,37.05,38.06,36.34,36.82,36.538,36.646,35.41,35.4907,34.5714,5727719200.0,-0.73,-1.94,8.63,124226275.0,,,1603296000000
20201023,2063108,36.4,36.99,35.53,35.85,36.562,36.831,35.481,35.172,33.6607,5576826000.0,-0.97,-2.63,5.3,74380333.0,,,1603382400000
20201026,4329977,35.9,38.49,35.9,37.52,36.842,36.843,35.6085,35.0603,35.2287,5836611200.0,1.67,4.66,11.13,162257358.0,,,1603641600000
