date,volume,open,high,low,close,ma5,ma10,ma20,ma30,pe,market_capital,chg,percent,turnoverrate,amount,volume_post,amount_post,timestamp
20181207,2971357,14.6093,14.7484,14.4105,14.5993,14.8001,14.8309,14.6962,14.3718,45.3984,25842331195.46,-0.0793,-0.54,0.17,43537793.0,,,1544112000000
20181210,5553985,14.5993,14.6391,14.0726,14.1124,14.6013,14.7703,14.7117,14.3986,43.8841,24980333762.8,-0.4876,-3.34,0.31,79390907.0,,,1544371200000
20181211,3291330,14.1124,14.2515,14.003,14.1124,14.4403,14.6789,14.7246,14.4271,43.8841,24980333762.8,0.0,0.0,0.19,46756783.0,,,1544457600000
20181212,2644520,14.1322,14.1919,14.0229,14.1124,14.3231,14.5974,14.7405,14.448,43.8841,24980333762.8,0.0,0.0,0.15,37540999.0,,,1544544000000
20181213,3357990,14.1124,14.3708,14.0627,14.2913,14.2456,14.5606,14.7131,14.4685,44.4403,25296985880.92,0.1792,1.27,0.19,48262367.0,,,1544630400000
20181214,4447434,14.2813,14.4503,13.8639,13.9136,14.1084,14.4543,14.6664,14.4615,43.266,24628498076.0,-0.3773,-2.64,0.25,63453505.0,,,1544716800000
20181217,3987948,13.7943,14.0726,13.7645,13.9732,14.0806,14.341,14.6143,14.4529,43.4514,24734048782.04,0.0598,0.43,0.23,55876412.0,,,1544976000000
20181218,5495682,13.8639,14.2714,13.8242,14.2118,14.1005,14.2704,14.5601,14.4549,44.1931,25156251606.2,0.2389,1.71,0.31,77885264.0,,,1545062400000
20181219,6427033,14.1621,14.2316,13.7148,13.7943,14.0368,14.18,14.5054,14.4533,42.8951,24417396663.92,-0.4178,-2.94,0.36,89869977.0,,,1545148800000
20181220,3837269,13.8142,13.9534,13.7645,13.8838,13.9553,14.1005,14.4538,14.4625,43.1733,24575722722.98,0.0897,0.65,0.22,53489062.0,,,1545235200000
20181221,7279537,13.8639,13.8639,13.3074,13.5558,13.8838,13.9961,14.4135,14.4629,42.1534,23995193839.76,-0.3276,-2.36,0.41,99146381.0,,,1545321600000
20181224,4556617,13.6155,13.9335,13.3968,13.8738,13.8639,13.9722,14.3713,14.4652,43.1424,24558130938.64,0.3185,2.35,0.26,63259094.0,,,1545580800000
20181225,5847019,13.8142,13.9633,13.5856,13.9335,13.8082,13.9544,14.3166,14.4678,43.3278,24663681644.68,0.0597,0.43,0.33,81326614.0,,,1545667200000
20181226,4603256,13.9434,13.9534,13.4863,13.5061,13.7506,13.8937,14.2455,14.4582,41.9989,23907234918.06,-0.4278,-3.07,0.26,63355920.0,,,1545753600000
20181227,11349838,13.7049,13.7645,12.8601,13.0192,13.5777,13.7665,14.1636,14.3976,40.4846,23045237485.4,-0.4876,-3.61,0.64,150595904.0,,,1545840000000
20181228,5172478,13.0291,13.198,12.8701,12.8999,13.4465,13.6651,14.0597,14.3327,40.1138,22834182437.88,-0.1198,-0.92,0.29,67580366.0,,,1545926400000
20190102,5746601,12.9297,13.049,12.6316,12.9297,13.2577,13.5608,13.9509,14.2631,47.7479,22886957898.06,0.0297,0.23,0.32,74675075.0,,,1546358400000
20190103,11341750,12.9794,13.7049,12.8502,13.3074,13.1325,13.4703,13.8704,14.1969,49.1426,23555447060.34,0.3776,2.92,0.64,152801913.0,,,1546444800000
20190104,10382776,13.2676,13.7943,13.198,13.7546,13.1822,13.4664,13.8232,14.1591,50.7941,24347078963.04,0.4471,3.36,0.59,141768639.0,,,1546531200000
20190107,10415651,13.9434,14.4403,13.8738,14.2813,13.4346,13.5061,13.8033,14.1379,52.7393,25279445426.22,0.5268,3.83,0.59,148963684.0,,,1546790400000
20190108,9316983,14.3111,14.5099,14.1422,14.4304,13.7407,13.5936,13.7948,14.1402,53.2898,25543322727.12,0.1485,1.04,0.53,134342507.0,,,1546876800000
20190109,6740653,14.3906,14.4602,14.1521,14.2217,13.9991,13.6284,13.8003,14.1236,52.5191,25173894505.86,-0.2092,-1.45,0.38,97052731.0,,,1546963200000
20190110,6760757,14.1521,14.49,14.1322,14.172,14.172,13.6522,13.8033,14.0951,52.3356,25085935405.56,-0.0498,-0.35,0.38,97318274.0,,,1547049600000
20190111,8617986,14.3509,14.977,14.331,14.5,14.3211,13.7516,13.8227,14.0809,53.5467,25666465467.54,0.3274,2.31,0.48,126170741.0,,,1547136000000
20190114,4623884,14.4403,14.659,14.2714,14.3608,14.337,13.8858,13.8261,14.071,53.0329,25420179986.7,-0.1392,-0.96,0.26,67053078.0,,,1547395200000
20190115,5704025,14.331,14.5795,14.2714,14.49,14.3489,14.0448,13.855,14.0547,53.51,25648873647.48,0.1292,0.9,0.32,82832016.0,,,1547481600000
20190116,4480400,14.4105,14.5,14.2217,14.2913,14.3628,14.1809,13.8709,14.0276,52.776,25297037246.28,-0.1985,-1.37,0.25,64537610.0,,,1547568000000
20190117,3667943,14.2614,14.4006,14.0627,14.0726,14.3429,14.2575,13.8639,13.9994,51.9686,24910017204.96,-0.2187,-1.53,0.2,52507941.0,,,1547654400000
20190118,6077523,14.1521,14.6292,14.1422,14.4701,14.337,14.329,13.8977,13.9918,53.4366,25613690007.36,0.3969,2.82,0.34,87915737.0,,,1547740800000
20190121,6638302,14.5596,14.6093,14.1521,14.2515,14.3151,14.326,13.9161,13.9775,52.6292,25226669966.04,-0.2185,-1.51,0.37,95678507.0,,,1548000000000
20190122,8448143,14.2714,14.2714,13.7447,13.8838,14.1939,14.2714,13.9325,13.9537,51.2712,24575772623.82,-0.3677,-2.58,0.48,118636131.0,,,1548086400000
20190123,6075642,13.8937,14.0925,13.5459,13.695,14.0746,14.2187,13.9235,13.9398,50.5739,24241528042.68,-0.1888,-1.36,0.34,84062403.0,,,1548172800000
20190124,4396514,13.685,13.9534,13.6651,13.8838,14.0368,14.1899,13.9211,13.9322,51.2712,24575772623.82,0.189,1.38,0.25,61229384.0,,,1548259200000
20190125,3364387,13.9534,13.9732,13.7645,13.7844,13.8997,14.1183,13.935,13.9212,50.9042,24399854423.22,-0.1,-0.72,0.19,46996001.0,,,1548345600000
20190128,4754964,13.8341,13.8639,13.5359,13.5856,13.7665,14.0408,13.9633,13.8977,50.1702,24048018022.02,-0.1985,-1.44,0.27,65647177.0,,,1548604800000
20190129,6060171,13.5956,13.6055,13.0788,13.3372,13.6572,13.9255,13.9852,13.8785,49.2527,23608222520.52,-0.2486,-1.83,0.34,81164437.0,,,1548691200000
20190130,3920028,13.2676,13.5856,13.2676,13.3769,13.5936,13.8341,14.0075,13.8586,49.3995,23678589800.76,0.04,0.3,0.22,53100681.0,,,1548777600000
20190131,4592762,13.4167,13.4863,13.1782,13.3272,13.4823,13.7596,14.0085,13.8291,49.216,23590630700.46,-0.0495,-0.37,0.26,61579597.0,,,1548864000000
20190201,4523631,13.3769,13.5658,13.2776,13.5558,13.4365,13.6681,13.9986,13.8212,50.0601,23995242561.84,0.2292,1.72,0.25,61195533.0,,,1548950400000
20190211,5546930,13.5658,13.8838,13.5359,13.854,13.4902,13.6284,13.9772,13.8202,51.1611,24522997163.64,0.2982,2.2,0.31,76586719.0,,,1549814400000
20190212,5240810,13.8341,14.0229,13.7248,13.9136,13.6055,13.6314,13.9514,13.8321,51.3813,24628548084.0,0.0596,0.43,0.3,73186372.0,,,1549900800000
20190213,9898878,13.8838,14.5099,13.8838,14.2813,13.7864,13.69,13.9543,13.8457,52.7393,25279445426.22,0.3673,2.64,0.56,141721594.0,,,1549987200000
20190214,6115585,14.2813,14.5397,14.2118,14.3111,13.9832,13.7327,13.9613,13.8583,52.8494,25332220886.4,0.03,0.21,0.34,88315030.0,,,1550073600000
20190215,6847951,14.3111,14.5596,14.2614,14.3906,14.1501,13.7933,13.9558,13.8878,53.143,25472955446.88,0.0801,0.56,0.38,99210332.0,,,1550160000000
20190218,11975101,14.5198,15.0366,14.4801,14.9074,14.3608,13.9255,13.9832,13.9507,55.0514,26387730090.0,0.5166,3.59,0.67,178533239.0,,,1550419200000
20190219,11377055,14.8975,15.1559,14.6192,15.0267,14.5834,14.0945,14.01,14.0216,55.4918,26598831930.72,0.1193,0.8,0.63,170344072.0,,,1550505600000
20190220,8575763,14.9074,15.0863,14.6987,14.8279,14.6927,14.2396,14.0368,14.0849,54.7578,26246995529.52,-0.1983,-1.32,0.48,128163143.0,,,1550592000000
20190221,11861113,14.9969,15.3348,14.659,14.7484,14.7802,14.3817,14.0706,14.1329,54.4642,26106260969.04,-0.0801,-0.54,0.67,179076412.0,,,1550678400000
20190222,12049573,14.7584,15.0863,14.6292,15.0863,14.9193,14.5347,14.1014,14.1773,55.7121,26704382851.08,0.3377,2.29,0.67,181361609.0,,,1550764800000
20190225,18816123,15.2155,16.1398,15.1062,15.9311,15.1241,14.7424,14.1854,14.2323,58.8316,28199687556.18,0.8448,5.6,1.06,295610716.0,,,1551024000000
20190226,19849899,15.9211,16.8752,15.7124,16.2491,15.3686,14.976,14.3037,14.2929,60.0061,28762625798.1,0.3186,2.0,1.12,322988418.0,,,1551110400000
20190227,20654793,16.1994,17.1634,15.9808,16.3286,15.6687,15.1807,14.4353,14.3631,60.2997,28903360358.58,0.0796,0.49,1.17,343965251.0,,,1551196800000
20190228,12496922,16.5472,16.8454,15.9808,16.4081,16.0006,15.3904,14.5616,14.4377,60.5933,29044094919.06,0.08,0.49,0.69,205599801.0,,,1551283200000
