date,volume,open,high,low,close,ma5,ma10,ma20,ma30,pe,market_capital,chg,percent,turnoverrate,amount,volume_post,amount_post,timestamp
20181207,2630127,4.3216,4.3503,4.2738,4.2833,4.3675,4.3302,4.3832,4.3515,17.7347,4666418373.12,-0.0476,-1.1,0.28,11816484.0,,,1544112000000
20181210,1939583,4.2355,4.2738,4.2355,4.2642,4.3388,4.3283,4.3785,4.3534,17.6555,4645586148.24,-0.0193,-0.45,0.22,8615196.0,,,1544371200000
20181211,1074106,4.2642,4.2738,4.226,4.2546,4.3063,4.3254,4.3675,4.355,17.6159,4635170035.8,-0.0094,-0.22,0.12,4780919.0,,,1544457600000
20181212,1041244,4.2642,4.2833,4.2546,4.2642,4.2795,4.3197,4.3589,4.3547,17.6555,4645586148.24,0.0094,0.22,0.11,4642049.0,,,1544544000000
20181213,2021412,4.2833,4.3311,4.2451,4.3025,4.2738,4.3225,4.3503,4.356,17.8139,4687250598.0,0.0384,0.9,0.22,9072005.0,,,1544630400000
20181214,1494900,4.2738,4.2929,4.226,4.2355,4.2642,4.3158,4.3364,4.3519,17.5368,4614337810.92,-0.0671,-1.56,0.17,6651729.0,,,1544716800000
20181217,1344700,4.226,4.2451,4.1877,4.2068,4.2527,4.2957,4.3201,4.3464,17.418,4583089473.6,-0.0288,-0.68,0.15,5919174.0,,,1544976000000
20181218,1584219,4.1877,4.2355,4.159,4.1973,4.2413,4.2738,4.3096,4.342,17.3784,4572673361.16,-0.0097,-0.23,0.18,6953261.0,,,1545062400000
20181219,1365680,4.1973,4.2068,4.1399,4.1495,4.2183,4.2489,4.2962,4.3369,17.1805,4520592798.96,-0.0478,-1.14,0.15,5947779.0,,,1545148800000
20181220,1224131,4.1495,4.159,4.1017,4.1399,4.1858,4.2298,4.28,4.3318,17.1409,4510176686.52,-0.0095,-0.23,0.14,5289183.0,,,1545235200000
20181221,1243500,4.1399,4.1399,4.0921,4.1017,4.159,4.2116,4.2709,4.326,16.9825,4468512236.76,-0.0381,-0.92,0.14,5345747.0,,,1545321600000
20181224,1084202,4.1017,4.1399,4.0921,4.1399,4.1457,4.1992,4.2637,4.3187,17.1409,4510176686.52,0.0381,0.93,0.12,4667662.0,,,1545580800000
20181225,1867695,4.1208,4.1208,4.0347,4.073,4.1208,4.181,4.2532,4.3053,16.8638,4437263899.44,-0.0671,-1.62,0.21,7938529.0,,,1545667200000
20181226,1241458,4.0539,4.1112,4.0539,4.0921,4.1093,4.1638,4.2417,4.2938,16.943,4458096124.32,0.0191,0.47,0.14,5303157.0,,,1545753600000
20181227,1312600,4.1304,4.1495,4.0539,4.0634,4.094,4.1399,4.2312,4.2801,16.8242,4426847787.0,-0.0286,-0.7,0.15,5651992.0,,,1545840000000
20181228,1116880,4.0921,4.1017,4.0634,4.073,4.0883,4.1237,4.2197,4.2655,16.8638,4437263899.44,0.0098,0.24,0.12,4772898.0,,,1545926400000
