date,volume,open,high,low,close,ma5,ma10,ma20,ma30,pe,market_capital,chg,percent,turnoverrate,amount,volume_post,amount_post,timestamp
20180115,2579400,5.3135,5.352,5.1114,5.1499,5.2943,5.3414,5.2591,5.2699,66.965,3130317383.55,-0.1829,-3.43,0.58,14010534.0,,,1515945600000
20180116,2088714,5.1499,5.2172,5.1017,5.1306,5.2558,5.3308,5.2543,5.2612,66.7147,3118615262.49,-0.0191,-0.37,0.47,11166092.02,,,1516032000000
20180117,2084939,5.1499,5.1787,5.0536,5.1691,5.2327,5.2923,5.2471,5.2628,67.2153,3142019504.61,0.0385,0.75,0.47,11086076.56,,,1516118400000
20180118,1457844,5.1306,5.198,5.1306,5.1402,5.1845,5.2654,5.2428,5.2593,66.8398,3124466323.02,-0.0289,-0.56,0.33,7814913.64,,,1516204800000
20180119,1806200,5.1595,5.2172,5.1402,5.1595,5.1499,5.2413,5.2413,5.258,67.0902,3136168444.08,0.019,0.37,0.41,9723401.0,,,1516291200000
20180122,2015295,5.1499,5.2461,5.1017,5.2172,5.1633,5.2288,5.2447,5.2548,67.8412,3171274807.26,0.0578,1.12,0.45,10865531.45,,,1516550400000
20180123,1419700,5.2076,5.2461,5.1691,5.198,5.1768,5.2163,5.2505,5.2487,67.5909,3159572686.2,-0.0193,-0.37,0.3,7680711.0,,,1516636800000
20180124,2718169,5.198,5.3039,5.1595,5.2942,5.2018,5.2172,5.2581,5.2493,68.8425,3218083291.5,0.0962,1.85,0.61,14823853.3,,,1516723200000
20180125,2472805,5.2942,5.352,5.2461,5.2654,5.2269,5.2057,5.2673,5.2474,68.467,3200530109.91,-0.0291,-0.55,0.55,13659258.4,,,1516809600000
20180126,1450009,5.2461,5.3135,5.2365,5.275,5.25,5.1999,5.2736,5.2461,68.5922,3206381170.44,0.0095,0.18,0.31,7932715.03,,,1516896000000
20180129,1317400,5.3039,5.3039,5.1787,5.1884,5.2442,5.2038,5.2726,5.2407,67.4657,3153721625.67,-0.0865,-1.64,0.3,7153524.0,,,1517155200000
20180130,1447400,5.198,5.2172,5.1402,5.1499,5.2346,5.2057,5.2683,5.2381,66.965,3130317383.55,-0.0384,-0.74,0.32,7774043.0,,,1517241600000
20180131,3429022,5.1114,5.1402,4.9188,4.9381,5.1634,5.1826,5.2375,5.2256,64.2113,3001594051.89,-0.2117,-4.11,0.77,17822013.68,,,1517328000000
20180201,2958911,4.9381,4.9862,4.6686,4.6878,5.0478,5.1374,5.2014,5.2076,60.9569,2849466478.11,-0.2504,-5.07,0.65,14777361.67,,,1517414400000
20180202,1913302,4.6589,4.6974,4.4953,4.6782,4.9285,5.0892,5.1653,5.1906,60.8318,2843615417.58,-0.0098,-0.21,0.43,9177588.68,,,1517500800000
20180205,1518923,4.5723,4.7071,4.5627,4.6493,4.8207,5.0324,5.1306,5.1739,60.4563,2826062235.99,-0.029,-0.62,0.34,7331279.17,,,1517760000000
20180206,2519700,4.6204,4.6204,4.2932,4.3124,4.6532,4.9439,5.0801,5.1483,56.0754,2621275117.44,-0.3371,-7.25,0.56,11705691.01,,,1517846400000
20180207,2189718,4.3605,4.4087,4.1776,4.2932,4.5242,4.8438,5.0305,5.12,55.825,2609572996.38,-0.0194,-0.45,0.49,9822605.4,,,1517932800000
20180208,2814217,4.322,4.5145,4.3028,4.4375,4.4741,4.761,4.9833,5.0985,57.7026,2697338904.33,0.1443,3.36,0.63,12957532.1,,,1518019200000
20180209,4990320,4.3702,4.5819,4.2835,4.4664,4.4318,4.6801,4.94,5.0757,58.0781,2714892085.92,0.0288,0.65,1.12,23132564.8,,,1518105600000
20180212,3067902,4.4183,4.5627,4.4087,4.5049,4.4029,4.6118,4.9078,5.0523,58.5787,2738296328.04,0.0384,0.86,0.69,14384698.34,,,1518364800000
20180213,2285700,4.5049,4.5434,4.4279,4.4664,4.4337,4.5434,4.8746,5.0266,58.0781,2714892085.92,-0.0383,-0.85,0.51,10678791.94,,,1518451200000
20180214,1239602,4.5049,4.5242,4.4375,4.5049,4.476,4.5001,4.8413,4.9917,58.5787,2738296328.04,0.0384,0.86,0.27,5784587.28,,,1518537600000
20180222,1446600,4.5338,4.5819,4.5145,4.5434,4.4972,4.4857,4.8115,4.9628,59.0794,2761700570.16,0.0383,0.85,0.32,6836886.5,,,1519228800000
20180223,1879515,4.5338,4.6012,4.5049,4.5819,4.5203,4.476,4.7826,4.9355,59.5801,2785104812.28,0.0386,0.85,0.42,8911536.93,,,1519315200000
20180226,2206542,4.5916,4.7071,4.5819,4.6686,4.553,4.478,4.7552,4.9131,60.7066,2837764357.05,0.0866,1.89,0.49,10683590.15,,,1519574400000
20180227,2813274,4.7552,4.8033,4.6974,4.7071,4.6012,4.5174,4.7307,4.8925,61.2073,2861168599.17,0.0383,0.82,0.63,13878441.08,,,1519660800000
20180228,3531734,4.7167,4.8707,4.6493,4.8418,4.6686,4.5723,4.708,4.8778,62.9596,2943083446.59,0.1346,2.86,0.79,17609075.14,,,1519747200000
20180301,5192952,4.7841,5.0055,4.7744,5.0055,4.761,4.6291,4.695,4.8653,65.0875,3042551475.6,0.1637,3.38,1.16,26535757.22,,,1519833600000
20180302,3781747,4.9862,5.0247,4.8707,4.8707,4.8187,4.6695,4.6748,4.8499,63.3351,2960636628.18,-0.1346,-2.69,0.84,19358690.59,,,1519920000000
20180305,1894403,4.8707,4.9188,4.8418,4.9092,4.8669,4.71,4.6609,4.8418,63.8358,2984040870.3,0.0385,0.79,0.42,9625609.27,,,1520179200000
20180306,2777684,4.8803,4.967,4.8803,4.9381,4.9131,4.7571,4.6503,4.8354,64.2113,3001594051.89,0.029,0.59,0.62,14236875.24,,,1520265600000
20180307,1918400,4.9381,4.9862,4.89,4.9188,4.9285,4.7985,4.6493,4.8271,63.961,2989891930.83,-0.0193,-0.39,0.43,9841988.0,,,1520352000000
20180308,1742545,4.9092,4.9766,4.8707,4.9477,4.9169,4.8389,4.6623,4.8207,64.3365,3007445112.42,0.029,0.59,0.39,8961614.81,,,1520438400000
20180309,5026697,4.9766,5.1691,4.9477,5.1017,4.9631,4.8909,4.6835,4.8187,66.3392,3101062080.9,0.1539,3.11,1.12,26509454.49,,,1520524800000
20180312,4710407,5.1402,5.2654,5.1114,5.1787,5.017,4.9419,4.7099,4.8174,67.3405,3147870565.14,0.077,1.51,1.05,25365579.51,,,1520784000000
20180313,5388000,5.1595,5.3424,5.1114,5.2076,5.0709,4.992,4.7547,4.8178,67.716,3165423746.73,0.029,0.56,1.19,29240450.0,,,1520870400000
20180314,4771904,5.1787,5.2076,5.0536,5.0825,5.1036,5.016,4.7942,4.8107,66.0888,3089359959.84,-0.125,-2.4,1.07,25345761.1,,,1520956800000
20180315,3222222,5.0247,5.0825,4.9188,5.0055,5.1152,5.016,4.8226,4.802,65.0875,3042551475.6,-0.0773,-1.52,0.72,16731373.04,,,1521043200000
20180316,2238124,5.0247,5.0632,4.9573,4.9958,5.094,5.0286,4.849,4.7927,64.9623,3036700415.07,-0.0095,-0.19,0.5,11691462.08,,,1521129600000
20180319,2298594,4.9958,5.0921,4.9766,5.0536,5.069,5.043,4.8765,4.7882,65.7133,3071806778.25,0.0579,1.16,0.51,12071017.68,,,1521388800000
20180320,2743304,5.0343,5.1114,4.9958,5.1017,5.0478,5.0594,4.9082,4.7866,66.3392,3101062080.9,0.048,0.95,0.62,14400764.84,,,1521475200000
20180321,4027192,5.1114,5.2557,5.0536,5.0825,5.0478,5.0757,4.9371,4.7914,66.0888,3089359959.84,-0.0194,-0.38,0.88,21526078.93,,,1521561600000
20180322,3010819,5.0729,5.1017,4.9958,5.0536,5.0574,5.0863,4.9626,4.8036,65.7133,3071806778.25,-0.029,-0.57,0.68,15791233.94,,,1521648000000
20180323,5369900,4.9285,4.9573,4.6108,4.6493,4.9881,5.0411,4.966,4.8027,60.4563,2826062235.99,-0.4043,-8.0,1.2,26745506.0,,,1521734400000
20180326,2742004,4.6108,4.7359,4.4568,4.7263,4.9227,4.9958,4.9689,4.8052,61.4576,2872870720.23,0.0772,1.66,0.62,13202171.44,,,1521993600000
20180327,17481180,4.7937,5.198,4.7648,5.198,4.9419,4.9949,4.9934,4.8348,67.5909,3159572686.2,0.4717,9.98,3.9,93205848.68,,,1522080000000
20180328,12132338,5.0343,5.2461,5.0343,5.0825,4.9419,4.9949,5.0055,4.8611,66.0888,3089359959.84,-0.1154,-2.22,2.69,64389045.0,,,1522166400000
20180329,7253583,5.121,5.1691,5.0151,5.1499,4.9612,5.0093,5.0127,4.8848,66.965,3130317383.55,0.0676,1.33,1.6,38243579.06,,,1522252800000
20180330,10380407,5.2461,5.3424,5.1306,5.2942,5.0902,5.0392,5.0339,4.9124,68.8425,3218083291.5,0.1442,2.8,2.31,56476538.1,,,1522339200000
20180402,12514164,5.3039,5.5253,5.2942,5.3616,5.2172,5.07,5.0565,4.941,33.3701,3259040715.21,0.0672,1.27,2.79,70547951.77,,,1522598400000
20180403,5821842,5.2365,5.2942,5.1017,5.2942,5.2365,5.0892,5.0743,4.9686,32.9507,3218083291.5,-0.0676,-1.26,1.28,31535973.09,,,1522684800000
20180404,7260356,5.3905,5.506,5.1499,5.198,5.2596,5.1008,5.0882,4.9917,32.3516,3159572686.2,-0.0964,-1.82,1.6,40267597.57,,,1522771200000
20180409,7965125,5.275,5.429,5.1017,5.3616,5.3019,5.1316,5.1089,5.0189,33.3701,3259040715.21,0.1637,3.15,1.75,43978772.18,,,1523203200000
20180410,6741110,5.3135,5.4001,5.1691,5.3809,5.3193,5.2047,5.1229,5.0456,33.4899,3270742836.27,0.0193,0.36,1.46,36981194.5,,,1523289600000
20180411,13754457,5.3905,5.7659,5.3135,5.5253,5.352,5.2846,5.1402,5.0741,34.3886,3358508744.22,0.1442,2.68,3.0,79233366.4,,,1523376000000
20180412,8093262,5.4579,5.6023,5.4001,5.4194,5.377,5.3068,5.1508,5.0979,33.7296,3294147078.39,-0.1061,-1.92,1.78,46113288.92,,,1523462400000
20180413,5343557,5.4579,5.5156,5.3616,5.4386,5.4252,5.3424,5.1686,5.1178,33.8494,3305849199.45,0.0195,0.36,1.14,30169274.12,,,1523548800000
20180416,5620254,5.3905,5.5349,5.3616,5.4964,5.4521,5.377,5.1932,5.1341,34.2088,3340955562.63,0.0577,1.06,1.21,31791217.6,,,1523808000000
20180417,8005100,5.4964,5.506,5.0825,5.121,5.4001,5.3597,5.1994,5.1425,31.8723,3112764201.96,-0.3754,-6.83,1.76,43798422.0,,,1523894400000
20180418,10609814,5.1787,5.5638,5.044,5.5541,5.4059,5.379,5.2245,5.164,34.5683,3376061925.81,0.4332,8.46,2.24,58875951.73,,,1523980800000
20180419,11798561,5.4868,5.6408,5.4675,5.5156,5.4251,5.4011,5.2451,5.1832,34.3287,3352657683.69,-0.0383,-0.69,2.6,68173602.92,,,1524067200000
20180420,15343167,5.4964,5.9007,5.4386,5.583,5.454,5.4396,5.2702,5.2054,34.748,3393615107.4,0.0673,1.22,3.36,90332522.27,,,1524153600000
